,base,GenSR,Sublex_Score
2123232,k-a-m-fj-e-v,k-a-m-f-v-a,0.0065991027075816
2123233,zh-a-m-f-o-v,zh-a-m-f-v-a,0.0801371487580988
2123234,sh-u-m-f-o-v,sh-u-m-f-v-a,0.0801371487580988
2123235,r-u-m-o-f-v,r-u-m-f-v-a,2.03341446386e-05
2123236,m-f-o-v,m-f-v-a,0.0674628358158809
2123252,m-a-m-f-o-v,m-a-m-f-v-a,0.0801371487580988
2123253,m-fj-e-v,m-f-v-a,0.003883330874416
2123261,l-u-m-o-f-v,l-u-m-f-v-a,2.03341446386e-05
2123262,m-o-f-v,m-f-v-a,1.73450031871e-05
2123270,kj-i-mj-e-f-v,kj-i-m-f-v-a,
2123271,g-u-m-o-f-v,g-u-m-f-v-a,2.03341446386e-05
2123272,mj-e-f-v,m-f-v-a,
2123288,mj-i-m-f-o-v,mj-i-m-f-v-a,0.0801371487580988
2123289,t-a-mj-e-f-v,t-a-m-f-v-a,
2123298,l-a-m-f-o-v,l-a-m-f-v-a,0.0801371487580988
2123307,m-fj-e-m,m-f-m-a,0.0781878189943732
2123432,m-f-o-m,m-f-m-a,0.448998687737043
2123433,sh-a-m-o-f-m,sh-a-m-f-m-a,0.0015740602257268
2123434,m-o-f-m,m-f-m-a,0.001342978396585
2123560,xj-i-m-fj-e-m,xj-i-m-f-m-a,0.1263129872943831
2123686,g-a-m-fj-e-m,g-a-m-f-m-a,0.1263129872943831
2123812,lj-i-m-o-f-m,lj-i-m-f-m-a,0.0015740602257268
2123938,gj-i-m-o-sh,gj-i-m-sh-a,0.6958119165354145
2123939,zh-u-m-o-sh,zh-u-m-sh-a,0.6958119165354145
2123940,m-o-sh,m-sh-a,0.5817625667867414
2124004,mj-e-sh,m-sh-a,0.5259764538869682
2125462,l-a-m-o-sh,l-a-m-sh-a,0.6958119165354145
2126256,r-a-m-o-sh,r-a-m-sh-a,0.6958119165354145
2126257,k-a-mj-e-sh,k-a-m-sh-a,0.6543010725935228
2127058,sj-i-m-o-sh,sj-i-m-sh-a,0.6958119165354145
2127852,rj-i-mj-e-sh,rj-i-m-sh-a,0.6543010725935228
2128582,bj-i-mj-e-sh,bj-i-m-sh-a,0.6543010725935228
2128583,n-u-m-o-sh,n-u-m-sh-a,0.6958119165354145
2129321,kj-i-mj-e-sh,kj-i-m-sh-a,0.6543010725935228
2130780,sj-i-m-o-sh-l,sj-i-m-sh-l-a,0.0014293713871383
2130781,m-u-mj-e-sh-l,m-u-m-sh-l-a,
2130782,tj-i-m-sh-o-l,tj-i-m-sh-l-a,0.6666666666666666
2130783,m-sh-o-l,m-sh-l-a,0.5900381923076204
2130810,n-u-mj-e-sh-l,n-u-m-sh-l-a,
2130811,m-sh-e-l,m-sh-l-a,0.5900381923076204
2130812,mj-e-sh-l,m-sh-l-a,
2130876,l-u-m-o-sh-l,l-u-m-sh-l-a,0.0014293713871383
2130877,m-o-sh-l,m-sh-l-a,0.001219504834612
2130942,kj-i-m-sh-e-l,kj-i-m-sh-l-a,0.6666666666666666
2131007,zh-a-m-sh-e-l,zh-a-m-sh-l-a,0.6666666666666666
2131008,k-a-m-sh-o-l,k-a-m-sh-l-a,0.6666666666666666
2131100,z-u-m-sh-e-l,z-u-m-sh-l-a,0.6666666666666666
2131128,m-sh-o-m,m-sh-m-a,0.5900381923076204
2131155,mj-i-m-o-sh-m,mj-i-m-sh-m-a,0.0014293713871383
2131156,x-u-m-sh-o-m,x-u-m-sh-m-a,0.6666666666666666
2131157,m-sh-e-m,m-sh-m-a,0.5900381923076204
2131184,sh-a-mj-e-sh-m,sh-a-m-sh-m-a,
2131266,zh-u-mj-e-sh-m,zh-u-m-sh-m-a,
2131294,m-o-sh-m,m-sh-m-a,0.001219504834612
2131295,p-u-m-o-sh-m,p-u-m-sh-m-a,0.0014293713871383
2131296,pj-i-m-sh-o-m,pj-i-m-sh-m-a,0.6666666666666666
2131297,mj-e-sh-m,m-sh-m-a,
2131298,m-sh-o-n,m-sh-n-a,0.5900381923076204
2131325,l-a-m-sh-o-n,l-a-m-sh-n-a,0.6666666666666666
2131326,zj-i-m-sh-o-n,zj-i-m-sh-n-a,0.6666666666666666
2131354,bj-i-m-o-sh-n,bj-i-m-sh-n-a,0.0004421212367709
2131382,r-u-m-sh-e-n,r-u-m-sh-n-a,0.6666666666666666
2131383,k-a-m-o-sh-n,k-a-m-sh-n-a,0.0004421212367709
2131384,s-u-m-sh-o-n,s-u-m-sh-n-a,0.6666666666666666
2131385,mj-e-sh-n,m-sh-n-a,
2131386,kj-i-m-o-sh-n,kj-i-m-sh-n-a,0.0004421212367709
2131387,t-a-m-o-sh-r,t-a-m-sh-r-a,3.484177922828102e-07
2131388,m-o-sh-r,m-sh-r-a,2.971991234394485e-07
2131415,sh-u-mj-e-sh-r,sh-u-m-sh-r-a,
2131416,b-u-m-sh-o-r,b-u-m-sh-r-a,0.0056379316607571995
2131417,mj-e-sh-r,m-sh-r-a,
2131418,sj-i-m-sh-o-r,sj-i-m-sh-r-a,0.0056379316607571995
2131419,l-u-m-o-sh-r,l-u-m-sh-r-a,3.484177922828102e-07
2131420,kj-i-m-sh-o-r,kj-i-m-sh-r-a,0.0056379316607571995
2131421,zj-i-mj-e-sh-r,zj-i-m-sh-r-a,
2131422,m-a-m-sh-e-r,m-a-m-sh-r-a,0.0056379316607571995
2131423,b-u-m-o-sh-r,b-u-m-sh-r-a,3.484177922828102e-07
2131451,sh-a-m-o-sh-r,sh-a-m-sh-r-a,3.484177922828102e-07
2131452,m-sh-e-r,m-sh-r-a,0.0035596893010195
2131453,m-sh-o-r,m-sh-r-a,0.0035596893010195
2131461,x-u-m-sh-e-r,x-u-m-sh-r-a,0.0056379316607571995
2131497,zh-a-nj-e-b,zh-a-n-b-a,0.1366946518016295
2131498,kj-i-nj-e-b,kj-i-n-b-a,0.1366946518016295
2131499,n-o-b,n-b-a,0.10797725800222889
2131563,nj-e-b,n-b-a,0.0817347919632315
2131688,t-a-nj-e-b,t-a-n-b-a,0.1366946518016295
2131814,b-u-n-o-b,b-u-n-b-a,0.1937635731225528
2131815,z-u-nj-e-b,z-u-n-b-a,0.1366946518016295
2132069,r-u-nj-e-b,r-u-n-b-a,0.1366946518016295
2132195,rj-i-n-o-b,rj-i-n-b-a,0.1937635731225528
2132385,m-u-n-o-b,m-u-n-b-a,0.1937635731225528
2132386,r-a-n-o-b,r-a-n-b-a,0.1937635731225528
2132402,n-bj-e-v,n-b-v-a,0.0089244113070274
2132429,sh-u-n-b-o-v,sh-u-n-b-v-a,0.0279641101564351
2132457,n-o-b-v,n-b-v-a,1.0575504757e-06
2132707,n-b-o-v,n-b-v-a,0.013584736902932
2132715,t-u-n-bj-e-v,t-u-n-b-v-a,0.0157816285544999
2132716,nj-e-b-v,n-b-v-a,
2132982,sj-i-n-o-b-v,sj-i-n-b-v-a,3.070846783e-06
2133010,t-u-n-o-b-v,t-u-n-b-v-a,3.070846783e-06
2133019,k-u-n-bj-e-v,k-u-n-b-v-a,0.0157816285544999
2133020,sh-a-nj-e-b-v,sh-a-n-b-v-a,
2133146,sh-a-nj-e-g,sh-a-n-g-a,0.4562771485164897
2133147,nj-e-g,n-g-a,0.321291707069919
2133272,zh-i-nj-e-g,zh-i-n-g-a,0.4562771485164897
2133273,n-u-nj-e-g,n-u-n-g-a,0.4562771485164897
2133274,n-u-n-o-g,n-u-n-g-a,0.5615023945036023
2133275,b-a-nj-e-g,b-a-n-g-a,0.4562771485164897
2133276,zh-u-n-o-g,zh-u-n-g-a,0.5615023945036023
2133527,tj-i-nj-e-g,tj-i-n-g-a,0.4562771485164897
2133653,n-o-g,n-g-a,0.3920815247204847
2133669,sj-i-nj-e-g,sj-i-n-g-a,0.4562771485164897
2133795,m-a-nj-e-g,m-a-n-g-a,0.4562771485164897
2133796,n-o-g-v,n-g-v-a,4.8393815959e-05
2133823,nj-e-g-v,n-g-v-a,
2133850,zh-u-n-gj-e-v,zh-u-n-g-v-a,0.1260874274470654
2133851,n-g-o-v,n-g-v-a,0.1100947281993388
2133859,gj-i-nj-e-g-v,gj-i-n-g-v-a,
2133922,b-a-n-gj-e-v,b-a-n-g-v-a,0.1260874274470654
2133923,n-gj-e-v,n-g-v-a,0.0749517270480654
2133931,n-u-nj-e-g-v,n-u-n-g-v-a,
2133939,lj-i-n-gj-e-v,lj-i-n-g-v-a,0.1260874274470654
2133948,x-u-n-gj-e-v,x-u-n-g-v-a,0.1260874274470654
2133949,kj-i-n-g-o-v,kj-i-n-g-v-a,0.2052570165443304
2134012,n-g-o-m,n-g-m-a,0.1100947281993388
2134076,n-gj-e-m,n-g-m-a,0.0749516256252994
2134084,zh-i-nj-e-g-m,zh-i-n-g-m-a,
2134085,n-o-g-m,n-g-m-a,4.8393815959e-05
2134086,nj-e-g-m,n-g-m-a,
2134087,g-u-n-o-g-m,g-u-n-g-m-a,0.0001405101756992
2134096,l-u-nj-e-g-m,l-u-n-g-m-a,
2134097,mj-i-n-o-g-m,mj-i-n-g-m-a,0.0001405101756992
2134226,g-a-n-gj-e-m,g-a-n-g-m-a,0.1260869588755536
2134291,lj-i-nj-e-g-m,lj-i-n-g-m-a,
2134292,n-o-d,n-d-a,0.10797725800222889
2134508,m-u-nj-e-d,m-u-n-d-a,0.1366968474311902
2134509,nj-e-d,n-d-a,0.0817352728645454
2134536,kj-i-nj-e-d,kj-i-n-d-a,0.1366968474311902
2134753,s-u-nj-e-d,s-u-n-d-a,0.1366968474311902
2134970,tj-i-n-o-d,tj-i-n-d-a,0.1937635731225528
2135187,z-u-n-o-d,z-u-n-d-a,0.1937635731225528
2135647,sh-a-n-o-d,sh-a-n-d-a,0.1937635731225528
2135675,sj-i-nj-e-d,sj-i-n-d-a,0.1366968474311902
2135676,m-a-n-d-o-v,m-a-n-d-v-a,0.2052570165443304
2135677,l-a-n-dj-e-v,l-a-n-d-v-a,0.1260866945115279
2135678,n-d-o-v,n-d-v-a,0.1100947281993388
2135679,nj-e-d-v,n-d-v-a,
2135680,gj-i-n-o-d-v,gj-i-n-d-v-a,0.0001405101756992
2135681,rj-i-n-dj-e-v,rj-i-n-d-v-a,0.1260866945115279
2135682,zh-i-n-d-o-v,zh-i-n-d-v-a,0.2052570165443304
2135683,k-u-n-o-d-v,k-u-n-d-v-a,0.0001405101756992
2135684,n-o-d-v,n-d-v-a,4.8393815959e-05
2135700,xj-i-n-d-o-v,xj-i-n-d-v-a,0.2052570165443304
2135701,bj-i-nj-e-d-v,bj-i-n-d-v-a,
2135702,x-a-n-o-d-v,x-a-n-d-v-a,0.0001405101756992
2135703,n-d-o-r,n-d-r-a,0.47558048388563356
2135767,nj-e-d-r,n-d-r-a,
2135821,bj-i-n-o-d-r,bj-i-n-d-r-a,0.0014293713871383
2135822,n-dj-e-r,n-d-r-a,0.3362613025950502
2135894,g-a-n-dj-e-r,g-a-n-d-r-a,0.4740234093455056
2135895,sh-u-nj-e-d-r,sh-u-n-d-r-a,
2135896,n-o-d-r,n-d-r-a,0.0004932060822128
2135968,gj-i-n-d-o-r,gj-i-n-d-r-a,0.6666666666666666
2135985,p-u-n-d-o-r,p-u-n-d-r-a,0.6666666666666666
2136013,g-u-n-o-d-r,g-u-n-d-r-a,0.0014293713871383
2136078,n-o-z,n-z-a,0.5007152736912269
2136421,xj-i-n-o-z,xj-i-n-z-a,0.6489160139412528
2136422,z-u-n-o-z,z-u-n-z-a,0.6489160139412528
2136423,nj-e-z,n-z-a,0.4600851154024903
2136820,b-a-nj-e-z,b-a-n-z-a,0.6025256897903959
2137507,zj-i-nj-e-z,zj-i-n-z-a,0.6025256897903959
2137508,zh-a-nj-e-z,zh-a-n-z-a,0.6025256897903959
2138195,sh-a-n-o-z,sh-a-n-z-a,0.6489160139412528
2138223,zh-i-n-o-z,zh-i-n-z-a,0.6489160139412528
2138567,kj-i-n-z-o-m,kj-i-n-z-m-a,0.2052570165443304
2138568,x-u-nj-e-z-m,x-u-n-z-m-a,
2138569,n-zj-e-m,n-z-m-a,0.0749433119759473
2138596,nj-e-z-m,n-z-m-a,
2138812,xj-i-n-o-z-m,xj-i-n-z-m-a,0.0001405101756992
2139029,n-z-o-m,n-z-m-a,0.1100947281993388
2139030,zh-u-n-o-z-m,zh-u-n-z-m-a,0.0001405101756992
2139274,t-u-n-zj-e-m,t-u-n-z-m-a,0.1260486401986252
2139275,g-a-nj-e-z-m,g-a-n-z-m-a,
2139951,gj-i-nj-e-z-n,gj-i-n-z-n-a,
2139952,zh-u-n-zj-e-n,zh-u-n-z-n-a,0.4740233931270595
2139953,n-zj-e-n,n-z-n-a,0.3362612975951751
2139954,n-o-z-n,n-z-n-a,0.0004932060822128
2139955,g-a-n-z-o-n,g-a-n-z-n-a,0.6666666666666666
2139956,n-z-o-n,n-z-n-a,0.47558048388563356
2139957,zj-i-n-o-z-n,zj-i-n-z-n-a,0.0014293713871383
2139958,n-zj-e-r,n-z-r-a,0.0150828379551884
2139966,mj-i-n-z-o-r,mj-i-n-z-r-a,0.050862560372687896
2139967,n-o-z-r,n-z-r-a,1.1500711814e-05
2139968,t-u-n-zj-e-r,t-u-n-z-r-a,0.02654526338554
2139969,sh-a-n-z-o-r,sh-a-n-z-r-a,0.050862560372687896
2139970,nj-e-z-r,n-z-r-a,
2139971,n-z-o-r,n-z-r-a,0.024415751019813997
2139998,z-u-nj-e-z-r,z-u-n-z-r-a,
2140026,r-a-n-z-o-r,r-a-n-z-r-a,0.050862560372687896
2140027,sh-i-n-z-o-r,sh-i-n-z-r-a,0.050862560372687896
2140028,k-a-n-o-z-r,k-a-n-z-r-a,3.33943604254e-05
2140037,x-a-n-z-o-r,x-a-n-z-r-a,0.050862560372687896
2140065,x-a-n-o-p,x-a-n-p-a,0.0345699666669916
2140066,zh-u-n-o-p,zh-u-n-p-a,0.0345699666669916
2140067,r-u-n-o-p,r-u-n-p-a,0.0345699666669916
2140068,rj-i-nj-e-p,rj-i-n-p-a,0.0155147492377605
2140069,sh-a-nj-e-p,sh-a-n-p-a,0.0155147492377605
2140070,n-o-p,n-p-a,0.0110222288996825
2140195,nj-e-p,n-p-a,0.0051679579072354
2140203,t-u-nj-e-p,t-u-n-p-a,0.0155147492377605
2140704,mj-i-n-o-p,mj-i-n-p-a,0.0345699666669916
2140705,l-a-n-o-p,l-a-n-p-a,0.0345699666669916
2140714,sj-i-nj-e-p,sj-i-n-p-a,0.0155147492377605
2140715,b-a-nj-e-p,b-a-n-p-a,0.0155147492377605
2140716,b-u-n-p-o-v,b-u-n-p-v-a,0.1229226202635992
2140717,n-o-p-v,n-p-v-a,7.8034065777e-06
2140842,n-pj-e-v,n-p-v-a,0.0133997268162969
2140843,mj-i-nj-e-p-v,mj-i-n-p-v-a,
2140969,nj-e-p-v,n-p-v-a,
2141095,x-a-nj-e-p-v,x-a-n-p-v-a,
2141096,m-a-n-p-o-v,m-a-n-p-v-a,0.1229226202635992
2141097,n-p-o-v,n-p-v-a,0.0410501590974328
2141105,s-u-n-pj-e-v,s-u-n-p-v-a,0.0395778115910979
2141231,r-u-nj-e-p-v,r-u-n-p-v-a,
2141232,lj-i-n-o-p-v,lj-i-n-p-v-a,2.6563593651e-05
2141233,sh-a-nj-e-p-v,sh-a-n-p-v-a,
2141234,pj-i-n-pj-e-v,pj-i-n-p-v-a,0.0395778115910979
2141368,n-o-p-m,n-p-m-a,0.0002014890952626
2141432,x-u-n-pj-e-m,x-u-n-p-m-a,0.2925277819600505
2141433,bj-i-nj-e-p-m,bj-i-n-p-m-a,
2141441,n-pj-e-m,n-p-m-a,0.1199355326989834
2141468,nj-e-p-m,n-p-m-a,
2141623,pj-i-n-o-p-m,pj-i-n-p-m-a,0.0006855702448356
2141624,m-a-n-p-o-m,m-a-n-p-m-a,0.459196965174628
2141625,sh-a-n-o-p-m,sh-a-n-p-m-a,0.0006855702448356
2141690,b-a-n-p-o-m,b-a-n-p-m-a,0.459196965174628
2141819,sh-u-n-pj-e-m,sh-u-n-p-m-a,0.2925277819600505
2141820,sh-i-n-o-p-m,sh-i-n-p-m-a,0.0006855702448356
2141821,g-u-nj-e-p-m,g-u-n-p-m-a,
2141822,l-a-n-p-o-m,l-a-n-p-m-a,0.459196965174628
2141850,m-u-n-o-p-m,m-u-n-p-m-a,0.0006855702448356
2141851,m-u-n-pj-e-m,m-u-n-p-m-a,0.2925277819600505
2141988,n-o-p-r,n-p-r-a,0.0004203131503787
2142238,g-u-n-o-p-r,g-u-n-p-r-a,0.0014293713871383
2142239,nj-e-p-r,n-p-r-a,
2142247,n-pj-e-r,n-p-r-a,0.2289940602464951
2142263,x-a-n-p-o-r,x-a-n-p-r-a,0.6666666666666666
2142264,n-p-o-r,n-p-r-a,0.3839772462272668
2142390,tj-i-n-o-p-r,tj-i-n-p-r-a,0.0014293713871383
2142391,g-a-n-pj-e-r,g-a-n-p-r-a,0.4740233991180144
2142517,bj-i-n-pj-e-r,bj-i-n-p-r-a,0.4740233991180144
2142651,sh-a-n-o-p-r,sh-a-n-p-r-a,0.0014293713871383
2142652,r-u-n-p-o-r,r-u-n-p-r-a,0.6666666666666666
2142653,zh-a-n-pj-e-r,zh-a-n-p-r-a,0.4740233991180144
2142654,kj-i-n-o-p-r,kj-i-n-p-r-a,0.0014293713871383
2142655,x-u-nj-e-r,x-u-n-r-a,0.0693317447801171
2142663,sh-i-n-o-r,sh-i-n-r-a,0.3076422250995104
2142671,nj-e-r,n-r-a,0.0693317447801171
2201720,t-u-nj-e-r,t-u-n-r-a,0.0693317447801171
2201721,rj-i-n-o-r,rj-i-n-r-a,0.3076422250995104
2201722,l-a-nj-e-r,l-a-n-r-a,0.0693317447801171
2201730,sj-i-n-o-r,sj-i-n-r-a,0.3076422250995104
2201739,r-u-n-o-r,r-u-n-r-a,0.3076422250995104
2221423,bj-i-nj-e-r,bj-i-n-r-a,0.0693317447801171
2221424,bj-i-n-o-r,bj-i-n-r-a,0.3076422250995104
2221432,n-o-r,n-r-a,0.3076422250995104
2244490,b-a-nj-e-r,b-a-n-r-a,0.0693317447801171
2244491,m-u-nj-e-r,m-u-n-r-a,0.0693317447801171
2267550,x-a-n-o-r,x-a-n-r-a,0.3076422250995104
2267558,kj-i-nj-e-r,kj-i-n-r-a,0.0693317447801171
2267559,l-u-nj-e-r,l-u-n-r-a,0.0693317447801171
2287243,pj-i-nj-e-r,pj-i-n-r-a,0.0693317447801171
2346293,k-u-nj-e-r,k-u-n-r-a,0.0693317447801171
2369359,b-u-n-o-r,b-u-n-r-a,0.3076422250995104
2389043,r-a-n-o-r,r-a-n-r-a,0.3076422250995104
2392443,l-a-n-o-r,l-a-n-r-a,0.3076422250995104
2392444,tj-i-n-o-r,tj-i-n-r-a,0.3076422250995104
2392445,g-a-nj-e-r,g-a-n-r-a,0.0693317447801171
2418886,s-u-n-o-r,s-u-n-r-a,0.3076422250995104
2418902,g-a-n-o-r,g-a-n-r-a,0.3076422250995104
2438586,t-a-nj-e-r,t-a-n-r-a,0.0693317447801171
2458278,r-u-nj-e-r,r-u-n-r-a,0.0693317447801171
2481337,m-a-n-o-r,m-a-n-r-a,0.3076422250995104
2484739,k-u-n-o-r,k-u-n-r-a,0.3076422250995104
2488115,z-u-n-o-r,z-u-n-r-a,0.3076422250995104
2491498,zh-a-n-o-r,zh-a-n-r-a,0.3076422250995104
2491499,pj-i-n-o-r,pj-i-n-r-a,0.3076422250995104
2530866,zh-i-n-o-r,zh-i-n-r-a,0.3076422250995104
2530867,t-a-n-o-r,t-a-n-r-a,0.3076422250995104
2530868,z-u-nj-e-r,z-u-n-r-a,0.0693317447801171
2534278,x-u-n-o-r,x-u-n-r-a,0.3076422250995104
2619777,mj-i-n-o-r,mj-i-n-r-a,0.3076422250995104
2639461,sh-u-nj-e-r,sh-u-n-r-a,0.0693317447801171
2662555,sh-a-n-o-r,sh-a-n-r-a,0.3076422250995104
2724988,m-a-nj-e-r,m-a-n-r-a,0.0693317447801171
2724989,nj-e-x,n-x-a,0.8618633038642144
2725421,n-o-x,n-x-a,0.9158613987056627
2725485,kj-i-nj-e-x,kj-i-n-x-a,0.9485628814442082
2725766,zj-i-n-o-x,zj-i-n-x-a,0.9718039623361329
2726047,pj-i-n-o-x,pj-i-n-x-a,0.9718039623361329
2726048,sj-i-n-o-x,sj-i-n-x-a,0.9718039623361329
2726113,t-a-nj-e-x,t-a-n-x-a,0.9485628814442082
2726330,sh-i-nj-e-x,sh-i-n-x-a,0.9485628814442082
2726331,m-u-nj-e-x,m-u-n-x-a,0.9485628814442082
2726548,z-u-nj-e-x,z-u-n-x-a,0.9485628814442082
2726549,n-u-nj-e-x,n-u-n-x-a,0.9485628814442082
2726550,r-a-nj-e-x,r-a-n-x-a,0.9485628814442082
2726551,n-o-x-v,n-x-v-a,0.0004203131503787
2726559,n-x-o-v,n-x-v-a,0.3839772462272668
2726586,zj-i-n-x-o-v,zj-i-n-x-v-a,0.6666666666666666
2726587,g-a-n-x-o-v,g-a-n-x-v-a,0.6666666666666666
2726588,s-u-n-x-o-v,s-u-n-x-v-a,0.6666666666666666
2726589,k-u-n-x-o-v,k-u-n-x-v-a,0.6666666666666666
2726590,p-u-n-xj-e-v,p-u-n-x-v-a,0.4737604607557586
2726591,n-xj-e-v,n-x-v-a,0.228939346540166
2726607,nj-e-x-v,n-x-v-a,
2726608,pj-i-nj-e-x-v,pj-i-n-x-v-a,
2726636,zh-i-n-xj-e-v,zh-i-n-x-v-a,0.4737604607557586
2726672,t-a-n-o-x-l,t-a-n-x-l-a,0.0014293713871383
2726673,n-x-o-l,n-x-l-a,0.3839772462272668
2726674,nj-e-x-l,n-x-l-a,
2726728,sh-a-n-o-x-l,sh-a-n-x-l-a,0.0014293713871383
2726729,xj-i-n-o-x-l,xj-i-n-x-l-a,0.0014293713871383
2726730,zj-i-n-x-o-l,zj-i-n-x-l-a,0.6666666666666666
2726731,g-a-n-x-o-l,g-a-n-x-l-a,0.6666666666666666
2726759,pj-i-n-o-x-l,pj-i-n-x-l-a,0.0014293713871383
2726760,r-a-n-o-x-l,r-a-n-x-l-a,0.0014293713871383
2726761,n-o-x-l,n-x-l-a,0.0004203131503787
2726762,x-u-n-o-x-m,x-u-n-x-m-a,0.0020864962616357
2726763,n-xj-e-m,n-x-m-a,0.0504923481574588
2726771,n-x-o-m,n-x-m-a,0.261100292483617
2726779,n-o-x-m,n-x-m-a,0.000613828864529
2726806,sh-u-n-xj-e-m,sh-u-n-x-m-a,0.1362241527817442
2726807,t-u-n-xj-e-m,t-u-n-x-m-a,0.1362241527817442
2726808,z-u-n-o-x-m,z-u-n-x-m-a,0.0020864962616357
2726871,s-u-nj-e-x-m,s-u-n-x-m-a,
2726887,l-u-nj-e-x-m,l-u-n-x-m-a,
2726888,nj-e-x-m,n-x-m-a,
2726904,r-a-n-xj-e-m,r-a-n-x-m-a,0.1362241527817442
2726913,l-u-n-o-x-m,l-u-n-x-m-a,0.0020864962616357
2726914,sj-i-nj-e-x-m,sj-i-n-x-m-a,
2726915,nj-e-sh,n-sh-a,0.3841429697004416
2727347,r-u-n-o-sh,r-u-n-sh-a,0.6958119165354145
2727348,n-o-sh,n-sh-a,0.42763615391118737
2727598,zh-u-nj-e-sh,zh-u-n-sh-a,0.6543011852040049
2727940,t-u-n-o-sh,t-u-n-sh-a,0.6958119165354145
2727941,xj-i-nj-e-sh,xj-i-n-sh-a,0.6543011852040049
2728840,zj-i-n-sh-o-l,zj-i-n-sh-l-a,0.6666666666666666
2728841,n-sh-e-l,n-sh-l-a,0.3839772462272668
2728842,n-sh-o-l,n-sh-l-a,0.3839772462272668
2728843,zh-i-n-o-sh-l,zh-i-n-sh-l-a,0.0014293713871383
2728844,b-u-n-sh-o-l,b-u-n-sh-l-a,0.6666666666666666
2728845,sj-i-nj-e-sh-l,sj-i-n-sh-l-a,
2728846,sj-i-n-o-sh-l,sj-i-n-sh-l-a,0.0014293713871383
2728847,n-o-sh-l,n-sh-l-a,0.0004203131503787
2728848,n-o-sh-m,n-sh-m-a,0.0004203131503787
2728875,k-a-n-o-sh-m,k-a-n-sh-m-a,0.0014293713871383
2728876,t-u-n-o-sh-m,t-u-n-sh-m-a,0.0014293713871383
2728877,n-sh-e-m,n-sh-m-a,0.3839772462272668
2728904,n-sh-o-m,n-sh-m-a,0.3839772462272668
2728939,zh-u-n-o-sh-m,zh-u-n-sh-m-a,0.0014293713871383
2728940,r-u-n-sh-o-m,r-u-n-sh-m-a,0.6666666666666666
2728941,lj-i-n-sh-o-m,lj-i-n-sh-m-a,0.6666666666666666
2728977,zh-i-n-sh-o-m,zh-i-n-sh-m-a,0.6666666666666666
2728978,x-a-nj-e-sh-m,x-a-n-sh-m-a,
2729033,nj-e-sh-m,n-sh-m-a,
2729034,sh-u-nj-e-sh-m,sh-u-n-sh-m-a,
2729035,m-a-n-sh-e-n,m-a-n-sh-n-a,0.6666666666666666
2729036,n-sh-e-n,n-sh-n-a,0.3839772462272668
2729063,n-o-sh-n,n-sh-n-a,0.0001299170837013
2729064,sj-i-n-o-sh-n,sj-i-n-sh-n-a,0.0004421212367709
2729065,zh-a-n-o-sh-n,zh-a-n-sh-n-a,0.0004421212367709
2729066,nj-e-sh-n,n-sh-n-a,
2729067,r-a-n-o-sh-n,r-a-n-sh-n-a,0.0004421212367709
2729068,x-u-n-sh-e-n,x-u-n-sh-n-a,0.6666666666666666
2729069,n-sh-o-n,n-sh-n-a,0.3839772462272668
2729097,pj-i-nj-e-sh-n,pj-i-n-sh-n-a,
2729098,p-u-n-sh-e-n,p-u-n-sh-n-a,0.6666666666666666
2729099,tj-i-nj-e-sh-n,tj-i-n-sh-n-a,
2729100,r-u-n-o-sh-n,r-u-n-sh-n-a,0.0004421212367709
2729101,bj-i-nj-e-sh-n,bj-i-n-sh-n-a,
2729129,n-sh-o-r,n-sh-r-a,0.0018305820256366999
2729137,n-o-sh-r,n-sh-r-a,1.0245283621429093e-07
2729153,n-sh-e-r,n-sh-r-a,0.0018305820256366999
2729278,r-u-n-sh-o-r,r-u-n-sh-r-a,0.0056379316607571995
2729279,nj-e-sh-r,n-sh-r-a,
2729287,lj-i-n-sh-e-r,lj-i-n-sh-r-a,0.0056379316607571995
2729288,s-u-n-sh-o-r,s-u-n-sh-r-a,0.0056379316607571995
2729539,zh-i-n-o-sh-r,zh-i-n-sh-r-a,3.484177922828102e-07
2729548,xj-i-nj-e-sh-r,xj-i-n-sh-r-a,
2729807,g-a-p-o-v,g-a-p-v-a,0.1229226202635992
2729808,pj-e-v,p-v-a,0.0395337616133279
2729862,sh-a-pj-e-v,sh-a-p-v-a,0.0395337616133279
2729863,p-u-pj-e-v,p-u-p-v-a,0.0395337616133279
2729864,zh-i-pj-e-v,zh-i-p-v-a,0.0395337616133279
2729865,p-o-v,p-v-a,0.1229226202635992
2729866,t-u-pj-e-v,t-u-p-v-a,0.0395337616133279
2729867,zh-i-p-o-v,zh-i-p-v-a,0.1229226202635992
2729868,r-a-p-o-v,r-a-p-v-a,0.1229226202635992
2729896,sh-u-p-o-v,sh-u-p-v-a,0.1229226202635992
2729897,r-u-pj-e-v,r-u-p-v-a,0.0395337616133279
2729898,l-u-pj-e-v,l-u-p-v-a,0.0395337616133279
2729899,zh-i-pj-e-m,zh-i-p-m-a,0.2922088653523556
2729900,pj-e-m,p-m-a,0.2922088653523556
2729927,bj-i-pj-e-m,bj-i-p-m-a,0.2922088653523556
2729935,p-o-m,p-m-a,0.459196965174628
2730583,s-u-p-o-m,s-u-p-m-a,0.459196965174628
2731043,sj-i-p-o-m,sj-i-p-m-a,0.459196965174628
2731044,xj-i-pj-e-m,xj-i-p-m-a,0.2922088653523556
2731296,zj-i-p-o-m,zj-i-p-m-a,0.459196965174628
