,base,GenSR,Sublex_Score
22652,p-u-zh-z-o-g,p-u-zh-z-g-a,0.0287964751408274
22660,b-u-zh-z-o-g,b-u-zh-z-g-a,0.0287964751408274
22669,zh-o-z-g,zh-z-g-a,1.20643416814e-05
22870,g-u-zh-e-z-g,g-u-zh-z-g-a,1.24438245996e-05
22879,l-u-zh-zj-e-d,l-u-zh-z-d-a,0.0047398437288578
22880,m-u-zh-z-o-d,m-u-zh-z-d-a,0.0055340658611177
22881,g-a-zh-e-z-zh,g-a-zh-z-zh-a,8.711011337746644e-10
22882,zh-z-o-zh,zh-z-zh-a,4.1660167877025165e-05
22909,zh-o-z-zh,zh-z-zh-a,8.582210158890462e-10
22910,g-u-zh-zj-e-zh,g-u-zh-z-zh-a,3.74674699981e-05
22938,sh-i-zh-z-o-zh,sh-i-zh-z-zh-a,4.1660167877025165e-05
22966,zh-e-z-zh,zh-z-zh-a,8.711011337746644e-10
22967,zh-u-zh-z-o-zh,zh-u-zh-z-zh-a,4.1660167877025165e-05
22968,zh-zj-e-zh,zh-z-zh-a,3.74674699981e-05
22969,z-u-zh-z-o-m,z-u-zh-z-m-a,0.0080528241173702
22970,zh-zj-e-m,zh-z-m-a,0.0066332663040407
22978,zh-z-o-m,zh-z-m-a,0.0080528241173702
23067,r-a-zh-e-z-m,r-a-zh-z-m-a,5.7940951381e-06
23068,zh-o-z-m,zh-z-m-a,5.6092376658e-06
23076,b-a-zh-z-o-m,b-a-zh-z-m-a,0.0080528241173702
23085,zh-e-z-m,zh-z-m-a,5.7940951381e-06
23086,x-u-zh-z-o-n,x-u-zh-z-n-a,0.0508260674330997
23087,g-a-zh-z-o-n,g-a-zh-z-n-a,0.0508260674330997
23088,pj-i-zh-o-z-n,pj-i-zh-z-n-a,5.71319381566e-05
23089,zh-z-o-n,zh-z-n-a,0.0508260674330997
23090,t-u-zh-z-o-n,t-u-zh-z-n-a,0.0508260674330997
23091,zh-zj-e-n,zh-z-n-a,0.0400789416205997
23099,zj-i-zh-zj-e-n,zj-i-zh-z-n-a,0.0400789416205997
23108,s-u-zh-o-z-n,s-u-zh-z-n-a,5.71319381566e-05
23109,zh-o-z-n,zh-z-n-a,5.71319381566e-05
23110,s-u-zh-zj-e-n,s-u-zh-z-n-a,0.0400789416205997
23111,n-u-zh-zj-e-n,n-u-zh-z-n-a,0.0400789416205997
23127,zh-z-o-r,zh-z-r-a,0.0015677640390278
23154,n-u-zh-z-o-r,n-u-zh-z-r-a,0.0015677640390278
23209,zh-o-z-r,zh-z-r-a,1.3329827469e-06
23210,zj-i-zh-o-z-r,zj-i-zh-z-r-a,1.3329827469e-06
23211,zh-zj-e-r,zh-z-r-a,0.0012604817663623
23212,zh-e-l,zh-l-a,0.6666666666666666
23837,p-u-zh-e-l,p-u-zh-l-a,0.6666666666666666
23838,s-u-zh-o-l,s-u-zh-l-a,0.6666666666666666
23839,zh-o-l,zh-l-a,0.6666666666666666
23840,mj-i-zh-o-l,mj-i-zh-l-a,0.6666666666666666
23841,zh-o-l-r,zh-l-r-a,6.277707689996289e-07
25377,t-u-zh-e-l-r,t-u-zh-l-r-a,6.484596257801793e-07
25378,zh-l-o-r,zh-l-r-a,0.00493518900122
25405,l-u-zh-l-o-r,l-u-zh-l-r-a,0.00493518900122
25406,t-a-zh-e-l-r,t-a-zh-l-r-a,6.484596257801793e-07
25407,r-u-zh-lj-e-r,r-u-zh-l-r-a,8.7539193793e-06
25408,sh-i-zh-l-o-r,sh-i-zh-l-r-a,0.00493518900122
25409,x-a-zh-lj-e-r,x-a-zh-l-r-a,8.7539193793e-06
25410,r-a-zh-l-o-r,r-a-zh-l-r-a,0.00493518900122
25411,sh-u-zh-e-l-r,sh-u-zh-l-r-a,6.484596257801793e-07
25439,b-u-zh-l-o-r,b-u-zh-l-r-a,0.00493518900122
25440,n-u-zh-l-o-r,n-u-zh-l-r-a,0.00493518900122
25441,g-u-zh-o-l-r,g-u-zh-l-r-a,6.277707689996289e-07
25449,l-a-zh-l-o-r,l-a-zh-l-r-a,0.00493518900122
25962,t-u-zh-lj-e-r,t-u-zh-l-r-a,8.7539193793e-06
25963,zh-lj-e-r,zh-l-r-a,8.7539193793e-06
25987,rj-i-zh-e-l-r,rj-i-zh-l-r-a,6.484596257801793e-07
26527,zh-e-l-r,zh-l-r-a,6.484596257801793e-07
27047,kj-i-zh-e-l-r,kj-i-zh-l-r-a,6.484596257801793e-07
27048,tj-i-zh-o-l-r,tj-i-zh-l-r-a,6.277707689996289e-07
27049,sj-i-zh-o-l-r,sj-i-zh-l-r-a,6.277707689996289e-07
27058,b-a-zh-e-l-r,b-a-zh-l-r-a,6.484596257801793e-07
27059,xj-i-zh-lj-e-r,xj-i-zh-l-r-a,8.7539193793e-06
27572,n-u-zh-o-l-r,n-u-zh-l-r-a,6.277707689996289e-07
28085,l-a-zh-lj-e-r,l-a-zh-l-r-a,8.7539193793e-06
28086,zh-i-zh-e-n,zh-i-zh-n-a,0.6666666666666666
28087,zh-o-n,zh-n-a,0.6666666666666666
28303,l-a-zh-e-n,l-a-zh-n-a,0.6666666666666666
28520,bj-i-zh-o-n,bj-i-zh-n-a,0.6666666666666666
28737,zh-e-n,zh-n-a,0.6666666666666666
29223,r-a-zh-e-n,r-a-zh-n-a,0.6666666666666666
29224,kj-i-zh-o-n,kj-i-zh-n-a,0.6666666666666666
29441,sh-i-zh-o-n,sh-i-zh-n-a,0.6666666666666666
29442,sh-u-zh-e-n,sh-u-zh-n-a,0.6666666666666666
29470,zj-e-g,z-g-a,0.4562771485164897
29524,gj-i-z-o-g,gj-i-z-g-a,0.5615023945036023
29525,n-u-zj-e-g,n-u-z-g-a,0.4562771485164897
29526,z-o-g,z-g-a,0.5615023945036023
29542,kj-i-z-o-g,kj-i-z-g-a,0.5615023945036023
29570,sh-u-zj-e-g,sh-u-z-g-a,0.4562771485164897
29571,g-a-z-o-g,g-a-z-g-a,0.5615023945036023
29572,m-a-z-o-g,m-a-z-g-a,0.5615023945036023
29573,zj-e-g-b,z-g-b-a,
29574,z-gj-e-b,z-g-b-a,0.0031821848334546
29575,z-o-g-b,z-g-b-a,6.924469572264845e-08
29583,lj-i-z-gj-e-b,lj-i-z-g-b-a,0.0031821848334546
29584,sh-a-zj-e-g-b,sh-a-z-g-b-a,
29593,x-a-z-gj-e-b,x-a-z-g-b-a,0.0031821848334546
29594,l-u-z-o-g-b,l-u-z-g-b-a,6.924469572264845e-08
29595,t-u-z-gj-e-b,t-u-z-g-b-a,0.0031821848334546
29596,z-g-o-b,z-g-b-a,0.0039850341051068
29597,z-g-o-v,z-g-v-a,0.2052570165443304
29598,kj-i-z-g-o-v,kj-i-z-g-v-a,0.2052570165443304
29599,z-gj-e-v,z-g-v-a,0.1260874274470654
29600,gj-i-z-gj-e-v,gj-i-z-g-v-a,0.1260874274470654
29601,b-a-z-o-g-v,b-a-z-g-v-a,0.0001405101756992
29602,l-u-z-gj-e-v,l-u-z-g-v-a,0.1260874274470654
29603,zj-e-g-v,z-g-v-a,
29611,z-o-g-v,z-g-v-a,0.0001405101756992
29612,b-a-z-g-o-v,b-a-z-g-v-a,0.2052570165443304
29613,t-a-z-g-o-v,t-a-z-g-v-a,0.2052570165443304
29622,k-a-z-gj-e-zh,k-a-z-g-zh-a,0.0005311153883439
29623,z-o-g-zh,z-g-zh-a,2.9882452567036196e-10
29650,b-a-zj-e-g-zh,b-a-z-g-zh-a,
29678,b-a-z-o-g-zh,b-a-z-g-zh-a,2.9882452567036196e-10
29694,m-u-z-gj-e-zh,m-u-z-g-zh-a,0.0005311153883439
29722,rj-i-z-o-g-zh,rj-i-z-g-zh-a,2.9882452567036196e-10
29723,sh-a-z-gj-e-zh,sh-a-z-g-zh-a,0.0005311153883439
29724,t-u-z-gj-e-zh,t-u-z-g-zh-a,0.0005311153883439
29725,pj-i-zj-e-g-z,pj-i-z-g-z-a,
29726,zj-e-g-z,z-g-z-a,
29753,z-gj-e-z,z-g-z-a,0.0157196382855542
29796,z-g-o-z,z-g-z-a,0.0178187666973381
29839,m-a-zj-e-g-z,m-a-z-g-z-a,
29840,t-u-z-gj-e-z,t-u-z-g-z-a,0.0157196382855542
29841,z-gj-e-m,z-g-m-a,0.1260869588755536
29842,kj-i-z-g-o-m,kj-i-z-g-m-a,0.2052570165443304
29843,z-g-o-m,z-g-m-a,0.2052570165443304
29907,zh-i-zj-e-g-m,zh-i-z-g-m-a,
29908,t-a-z-gj-e-m,t-a-z-g-m-a,0.1260869588755536
30037,rj-i-zj-e-g-m,rj-i-z-g-m-a,
30045,bj-i-zj-e-g-m,bj-i-z-g-m-a,
30054,zj-e-g-m,z-g-m-a,
30062,sh-i-z-g-o-m,sh-i-z-g-m-a,0.2052570165443304
30135,zj-e-g-r,z-g-r-a,
30136,z-o-g-r,z-g-r-a,0.0014293713871383
30137,sh-a-zj-e-g-r,sh-a-z-g-r-a,
30138,x-u-z-gj-e-r,x-u-z-g-r-a,0.4740234092970407
30139,z-gj-e-r,z-g-r-a,0.4740234092970407
30140,s-u-z-g-o-r,s-u-z-g-r-a,0.6666666666666666
30141,z-u-z-o-d,z-u-z-d-a,0.1937635731225528
30142,z-o-d,z-d-a,0.1937635731225528
30158,zj-e-d,z-d-a,0.13669687274906
30185,mj-i-z-o-d,mj-i-z-d-a,0.1937635731225528
30240,z-d-o-b,z-d-b-a,0.021598283569320798
30241,z-o-d-b,z-d-b-a,7.433559522e-06
30249,zj-e-d-b,z-d-b-a,
30258,zj-e-d-v,z-d-v-a,
30259,sj-i-z-dj-e-v,sj-i-z-d-v-a,0.1260866945115279
30260,z-u-z-d-o-v,z-u-z-d-v-a,0.2052570165443304
30261,mj-i-zj-e-d-v,mj-i-z-d-v-a,
30262,z-o-d-v,z-d-v-a,0.0001405101756992
30270,z-dj-e-v,z-d-v-a,0.1260866945115279
30279,x-u-z-d-o-z,x-u-z-d-z-a,0.1245334497745398
30280,mj-i-z-dj-e-z,mj-i-z-d-z-a,0.1086117966702192
30281,sh-i-z-d-o-z,sh-i-z-d-z-a,0.1245334497745398
30282,g-a-zj-e-d-z,g-a-z-d-z-a,
30283,z-d-o-z,z-d-z-a,0.1245334497745398
30284,x-a-z-dj-e-z,x-a-z-d-z-a,0.1086117966702192
30285,zj-e-d-z,z-d-z-a,
30286,z-dj-e-z,z-d-z-a,0.1086117966702192
30287,m-a-zj-e-d-r,m-a-z-d-r-a,
30288,z-d-o-r,z-d-r-a,0.6666666666666666
30296,mj-i-zj-e-d-r,mj-i-z-d-r-a,
30297,sh-i-z-d-o-r,sh-i-z-d-r-a,0.6666666666666666
30298,g-a-zj-e-d-r,g-a-z-d-r-a,
30299,g-a-z-dj-e-r,g-a-z-d-r-a,0.4740234093455056
30300,zj-e-d-r,z-d-r-a,
30301,p-u-z-d-o-r,p-u-z-d-r-a,0.6666666666666666
30302,s-u-zj-e-d-r,s-u-z-d-r-a,
30311,z-dj-e-r,z-d-r-a,0.4740234093455056
30312,x-u-z-o-zh,x-u-z-zh-a,0.2759349553026586
30313,z-o-zh,z-zh-a,0.2759349553026586
30340,l-a-zj-e-zh,l-a-z-zh-a,0.2495525714203177
30341,k-u-zj-e-zh,k-u-z-zh-a,0.2495525714203177
30342,zh-i-zj-e-zh,zh-i-z-zh-a,0.2495525714203177
30350,g-a-z-o-zh,g-a-z-zh-a,0.2759349553026586
30351,lj-i-zj-e-zh,lj-i-z-zh-a,0.2495525714203177
30352,zj-e-zh,z-zh-a,0.2495525714203177
30477,z-u-zj-e-zh,z-u-z-zh-a,0.2495525714203177
30478,rj-i-zj-e-zh,rj-i-z-zh-a,0.2495525714203177
30479,sh-i-zj-e-zh,sh-i-z-zh-a,0.2495525714203177
30488,x-u-zj-e-zh,x-u-z-zh-a,0.2495525714203177
30918,m-u-z-o-zh,m-u-z-zh-a,0.2759349553026586
31044,sh-i-z-o-zh,sh-i-z-zh-a,0.2759349553026586
31045,gj-i-zj-e-zh,gj-i-z-zh-a,0.2495525714203177
31046,r-u-z-zh-e-b,r-u-z-zh-b-a,0.021598283569320798
31047,z-o-zh-b,z-zh-b-a,7.433559522e-06
31048,sh-u-z-o-zh-b,sh-u-z-zh-b-a,7.433559522e-06
31049,z-zh-o-b,z-zh-b-a,0.021598283569320798
31057,l-a-zj-e-zh-b,l-a-z-zh-b-a,
31058,l-u-z-o-zh-b,l-u-z-zh-b-a,7.433559522e-06
31067,z-zh-e-v,z-zh-v-a,0.2052570165443304
31075,zj-i-z-o-zh-v,zj-i-z-zh-v-a,0.0001405101756992
31076,xj-i-z-o-zh-v,xj-i-z-zh-v-a,0.0001405101756992
31077,z-zh-o-v,z-zh-v-a,0.2052570165443304
31078,zh-i-z-zh-e-v,zh-i-z-zh-v-a,0.2052570165443304
31079,xj-i-z-zh-e-v,xj-i-z-zh-v-a,0.2052570165443304
31080,l-a-z-o-zh-v,l-a-z-zh-v-a,0.0001405101756992
31081,zh-a-z-zh-o-v,zh-a-z-zh-v-a,0.2052570165443304
31082,sj-i-zj-e-zh-v,sj-i-z-zh-v-a,
31083,zj-e-zh-v,z-zh-v-a,
31092,z-o-zh-g,z-zh-g-a,0.0003021622092239
31119,lj-i-z-zh-o-g,lj-i-z-zh-g-a,0.4489606671753304
31120,m-u-zj-e-zh-g,m-u-z-zh-g-a,
31175,z-o-zh-d,z-zh-d-a,2.0367594196e-05
31176,n-u-z-zh-e-d,n-u-z-zh-d-a,0.1326336168877364
31177,r-u-z-zh-e-d,r-u-z-zh-d-a,0.1326336168877364
31178,r-a-z-o-zh-d,r-a-z-zh-d-a,2.0367594196e-05
31179,sh-u-z-o-zh-d,sh-u-z-zh-d-a,2.0367594196e-05
31180,zj-e-zh-d,z-zh-d-a,
31196,z-zh-o-d,z-zh-d-a,0.1326336168877364
31197,lj-i-z-zh-e-d,lj-i-z-zh-d-a,0.1326336168877364
31198,n-u-z-o-zh-d,n-u-z-zh-d-a,2.0367594196e-05
31199,sh-u-z-zh-e-z,sh-u-z-zh-z-a,0.00064681224698
31200,p-u-z-zh-e-z,p-u-z-zh-z-a,0.00064681224698
31201,z-zh-e-z,z-zh-z-a,0.00064681224698
31202,k-u-z-zh-e-z,k-u-z-zh-z-a,0.00064681224698
31203,z-o-zh-l,z-zh-l-a,0.0014293713871383
31211,tj-i-zj-e-zh-l,tj-i-z-zh-l-a,
31212,zj-e-zh-l,z-zh-l-a,
31220,k-a-z-zh-o-l,k-a-z-zh-l-a,0.6666666666666666
31221,z-zh-o-l,z-zh-l-a,0.6666666666666666
31229,rj-i-z-o-zh-l,rj-i-z-zh-l-a,0.0014293713871383
31230,bj-i-z-zh-o-l,bj-i-z-zh-l-a,0.6666666666666666
31255,p-u-z-zh-o-n,p-u-z-zh-n-a,0.6666666666666666
31256,z-o-zh-n,z-zh-n-a,0.0004421212367709
31257,z-zh-e-n,z-zh-n-a,0.6666666666666666
31321,zj-e-zh-n,z-zh-n-a,
31439,z-zh-o-n,z-zh-n-a,0.6666666666666666
31447,pj-i-zj-e-zh-n,pj-i-z-zh-n-a,
31448,p-u-z-zh-e-n,p-u-z-zh-n-a,0.6666666666666666
31521,g-u-z-o-zh-n,g-u-z-zh-n-a,0.0004421212367709
31522,m-a-z-zh-e-n,m-a-z-zh-n-a,0.6666666666666666
31614,k-u-z-o-zh-n,k-u-z-zh-n-a,0.0004421212367709
31615,z-o-m,z-m-a,0.6666666666666666
31616,t-u-zj-e-m,t-u-z-m-a,0.4632848229338314
31617,s-u-z-o-m,s-u-z-m-a,0.6666666666666666
31618,k-a-zj-e-m,k-a-z-m-a,0.4632848229338314
31619,g-a-z-o-m,g-a-z-m-a,0.6666666666666666
31627,m-a-zj-e-m,m-a-z-m-a,0.4632848229338314
31628,z-u-zj-e-m,z-u-z-m-a,0.4632848229338314
31629,zj-e-m,z-m-a,0.4632848229338314
31691,x-u-zj-e-m,x-u-z-m-a,0.4632848229338314
31719,sh-u-z-o-m,sh-u-z-m-a,0.6666666666666666
31720,pj-i-z-mj-e-v,pj-i-z-m-v-a,0.0017788633122961
31721,k-u-z-o-m-v,k-u-z-m-v-a,1.855149040376739e-07
31722,rj-i-z-m-o-v,rj-i-z-m-v-a,0.0026378495818008
31723,t-a-z-o-m-v,t-a-z-m-v-a,1.855149040376739e-07
31724,zj-e-m-v,z-m-v-a,
32067,bj-i-z-m-o-v,bj-i-z-m-v-a,0.0026378495818008
32075,z-m-o-v,z-m-v-a,0.0026378495818008
32200,tj-i-z-mj-e-v,tj-i-z-m-v-a,0.0017788633122961
32544,m-u-zj-e-m-v,m-u-z-m-v-a,
32552,sh-u-z-o-m-v,sh-u-z-m-v-a,1.855149040376739e-07
32553,b-a-z-o-m-v,b-a-z-m-v-a,1.855149040376739e-07
33498,z-mj-e-v,z-m-v-a,0.0017788633122961
33562,bj-i-z-o-m-v,bj-i-z-m-v-a,1.855149040376739e-07
33563,sh-i-z-o-m-v,sh-i-z-m-v-a,1.855149040376739e-07
33564,tj-i-z-o-m-v,tj-i-z-m-v-a,1.855149040376739e-07
33565,sj-i-z-mj-e-v,sj-i-z-m-v-a,0.0017788633122961
33630,z-o-m-v,z-m-v-a,1.855149040376739e-07
33819,lj-i-z-o-m-v,lj-i-z-m-v-a,1.855149040376739e-07
33820,lj-i-zj-e-m-v,lj-i-z-m-v-a,
34571,zh-a-zj-e-m-v,zh-a-z-m-v-a,
35104,g-a-z-mj-e-v,g-a-z-m-v-a,0.0017788633122961
35105,r-a-zj-e-m-v,r-a-z-m-v-a,
35106,k-u-z-m-o-v,k-u-z-m-v-a,0.0026378495818008
35107,x-a-z-o-m-v,x-a-z-m-v-a,1.855149040376739e-07
35108,n-u-z-m-o-v,n-u-z-m-v-a,0.0026378495818008
35181,rj-i-z-mj-e-v,rj-i-z-m-v-a,0.0017788633122961
35310,x-a-z-m-o-v,x-a-z-m-v-a,0.0026378495818008
35311,kj-i-z-m-o-n,kj-i-z-m-n-a,0.1440085904950506
35312,b-a-z-o-m-n,b-a-z-m-n-a,2.69341095571e-05
35313,l-u-z-o-m-n,l-u-z-m-n-a,2.69341095571e-05
35314,r-u-zj-e-m-n,r-u-z-m-n-a,
35315,x-a-zj-e-m-n,x-a-z-m-n-a,
35316,xj-i-zj-e-m-n,xj-i-z-m-n-a,
35317,sj-i-z-mj-e-n,sj-i-z-m-n-a,0.1186789411513419
35318,z-m-o-n,z-m-n-a,0.1440085904950506
35750,sj-i-zj-e-m-n,sj-i-z-m-n-a,
35751,zj-e-m-n,z-m-n-a,
35759,p-u-z-o-m-n,p-u-z-m-n-a,2.69341095571e-05
35760,zh-u-zj-e-m-n,zh-u-z-m-n-a,
35761,k-a-z-o-m-n,k-a-z-m-n-a,2.69341095571e-05
35762,xj-i-z-mj-e-n,xj-i-z-m-n-a,0.1186789411513419
35763,zh-i-zj-e-m-n,zh-i-z-m-n-a,
35764,sh-u-z-m-o-n,sh-u-z-m-n-a,0.1440085904950506
35989,zh-i-z-o-m-n,zh-i-z-m-n-a,2.69341095571e-05
36206,sh-a-z-m-o-n,sh-a-z-m-n-a,0.1440085904950506
36207,m-u-zj-e-m-n,m-u-z-m-n-a,
36424,z-o-m-n,z-m-n-a,2.69341095571e-05
36440,zh-a-z-mj-e-n,zh-a-z-m-n-a,0.1186789411513419
36441,z-mj-e-n,z-m-n-a,0.1186789411513419
36449,r-a-zj-e-m-n,r-a-z-m-n-a,
36450,tj-i-z-o-m-n,tj-i-z-m-n-a,2.69341095571e-05
36451,zj-i-z-mj-e-n,zj-i-z-m-n-a,0.1186789411513419
36452,s-u-zj-e-m-n,s-u-z-m-n-a,
36669,n-u-z-o-m-n,n-u-z-m-n-a,2.69341095571e-05
36670,sh-i-z-mj-e-n,sh-i-z-m-n-a,0.1186789411513419
36679,x-a-z-mj-e-n,x-a-z-m-n-a,0.1186789411513419
36680,zj-e-n,z-n-a,0.4740232127283573
37366,mj-i-z-o-n,mj-i-z-n-a,0.6666666666666666
37382,b-u-zj-e-n,b-u-z-n-a,0.4740232127283573
37383,k-u-zj-e-n,k-u-z-n-a,0.4740232127283573
38070,s-u-z-o-n,s-u-z-n-a,0.6666666666666666
38071,x-a-zj-e-n,x-a-z-n-a,0.4740232127283573
38072,sh-a-zj-e-n,sh-a-z-n-a,0.4740232127283573
38759,n-u-z-o-n,n-u-z-n-a,0.6666666666666666
39103,z-o-n,z-n-a,0.6666666666666666
39104,sj-i-zj-e-n,sj-i-z-n-a,0.4740232127283573
39105,zj-e-n-r,z-n-r-a,
39321,z-nj-e-r,z-n-r-a,0.0110086963584469
39833,bj-i-zj-e-n-r,bj-i-z-n-r-a,
39834,z-n-o-r,z-n-r-a,0.0187902526228109
40175,sj-i-z-o-n-r,sj-i-z-n-r-a,1.8896247057e-06
41416,z-o-n-r,z-n-r-a,1.8896247057e-06
42360,zh-u-zj-e-n-r,zh-u-z-n-r-a,
42361,l-u-zj-e-n-r,l-u-z-n-r-a,
42362,k-a-z-nj-e-r,k-a-z-n-r-a,0.0110086963584469
42488,b-a-zj-e-n-r,b-a-z-n-r-a,
42489,zh-i-z-o-n-r,zh-i-z-n-r-a,1.8896247057e-06
42490,x-a-z-n-o-r,x-a-z-n-r-a,0.0187902526228109
42707,zh-i-z-n-o-r,zh-i-z-n-r-a,0.0187902526228109
42833,k-a-z-n-o-r,k-a-z-n-r-a,0.0187902526228109
43346,rj-i-z-nj-e-r,rj-i-z-n-r-a,0.0110086963584469
44075,g-u-z-nj-e-r,g-u-z-n-r-a,0.0110086963584469
44076,tj-i-z-nj-e-r,tj-i-z-n-r-a,0.0110086963584469
44077,b-a-z-o-n-r,b-a-z-n-r-a,1.8896247057e-06
44078,k-u-zj-e-n-r,k-u-z-n-r-a,
44807,sh-i-z-n-o-r,sh-i-z-n-r-a,0.0187902526228109
44808,p-u-z-n-o-r,p-u-z-n-r-a,0.0187902526228109
45066,zj-i-z-nj-e-r,zj-i-z-n-r-a,0.0110086963584469
46235,sh-i-z-nj-e-r,sh-i-z-n-r-a,0.0110086963584469
46452,p-u-z-o-r,p-u-z-r-a,0.6666666666666666
46453,z-o-r,z-r-a,0.6666666666666666
46578,k-u-zj-e-r,k-u-z-r-a,0.4740234093156565
46579,k-u-z-o-r,k-u-z-r-a,0.6666666666666666
46705,b-u-zj-e-r,b-u-z-r-a,0.4740234093156565
46706,t-u-z-o-r,t-u-z-r-a,0.6666666666666666
46832,xj-i-z-o-r,xj-i-z-r-a,0.6666666666666666
46833,zj-e-r,z-r-a,0.4740234093156565
46834,g-u-z-o-r,g-u-z-r-a,0.6666666666666666
46835,m-a-zj-e-r,m-a-z-r-a,0.4740234093156565
47086,s-u-z-rj-e-n,s-u-z-r-n-a,0.1186789526885009
47087,z-rj-e-n,z-r-n-a,0.1186789526885009
47430,t-u-z-o-r-n,t-u-z-r-n-a,2.69341095571e-05
47431,zh-a-z-r-o-n,zh-a-z-r-n-a,0.1440085904950506
47432,zh-u-zj-e-r-n,zh-u-z-r-n-a,
47433,z-r-o-n,z-r-n-a,0.1440085904950506
48891,rj-i-z-r-o-n,rj-i-z-r-n-a,0.1440085904950506
48892,gj-i-z-o-r-n,gj-i-z-r-n-a,2.69341095571e-05
48893,l-a-z-r-o-n,l-a-z-r-n-a,0.1440085904950506
49623,z-o-r-n,z-r-n-a,2.69341095571e-05
52169,tj-i-zj-e-r-n,tj-i-z-r-n-a,
52170,zj-e-r-n,z-r-n-a,
52234,l-a-zj-e-r-n,l-a-z-r-n-a,
52235,tj-i-z-o-r-n,tj-i-z-r-n-a,2.69341095571e-05
52236,g-u-z-o-r-n,g-u-z-r-n-a,2.69341095571e-05
52580,sj-i-zj-e-r-n,sj-i-z-r-n-a,
53996,kj-i-z-r-o-n,kj-i-z-r-n-a,0.1440085904950506
54061,m-a-z-rj-e-n,m-a-z-r-n-a,0.1186789526885009
55541,t-a-z-rj-e-n,t-a-z-r-n-a,0.1186789526885009
55542,b-a-z-rj-e-n,b-a-z-r-n-a,0.1186789526885009
56272,k-u-z-rj-e-n,k-u-z-r-n-a,0.1186789526885009
56337,m-a-l-o-d,m-a-l-d-a,0.1937635731225528
56338,l-o-d,l-d-a,0.1937635731225528
57367,lj-e-d,l-d-a,0.0003194366898122
57737,l-a-lj-e-d,l-a-l-d-a,0.0003194366898122
57738,t-u-l-o-d,t-u-l-d-a,0.1937635731225528
57766,x-a-lj-e-d,x-a-l-d-a,0.0003194366898122
57767,gj-i-l-o-d,gj-i-l-d-a,0.1937635731225528
57768,g-u-l-o-d,g-u-l-d-a,0.1937635731225528
57769,tj-i-l-o-d,tj-i-l-d-a,0.1937635731225528
58826,k-u-lj-e-d-v,k-u-l-d-v-a,
58827,l-dj-e-v,l-d-v-a,0.1260866945115279
58828,rj-i-lj-e-d-v,rj-i-l-d-v-a,
58829,l-u-l-d-o-v,l-u-l-d-v-a,0.2052570165443304
58830,l-o-d-v,l-d-v-a,0.0001405101756992
58857,t-a-l-d-o-v,t-a-l-d-v-a,0.2052570165443304
58858,mj-i-lj-e-d-v,mj-i-l-d-v-a,
58859,l-d-o-v,l-d-v-a,0.2052570165443304
58860,lj-e-d-v,l-d-v-a,
58995,b-u-l-o-d-r,b-u-l-d-r-a,0.0014293713871383
58996,zj-i-l-o-d-r,zj-i-l-d-r-a,0.0014293713871383
58997,l-d-o-r,l-d-r-a,0.6666666666666666
59061,b-a-l-dj-e-r,b-a-l-d-r-a,0.4740234093455056
59062,lj-e-d-r,l-d-r-a,
59070,l-o-d-r,l-d-r-a,0.0014293713871383
59161,g-a-l-d-o-r,g-a-l-d-r-a,0.6666666666666666
59162,sh-a-lj-e-d-r,sh-a-l-d-r-a,
59171,rj-i-l-d-o-r,rj-i-l-d-r-a,0.6666666666666666
59199,n-u-l-o-d-r,n-u-l-d-r-a,0.0014293713871383
59291,rj-i-l-dj-e-r,rj-i-l-d-r-a,0.4740234093455056
59292,t-u-l-o-d-r,t-u-l-d-r-a,0.0014293713871383
59357,p-u-lj-e-z,p-u-l-z-a,0.0032448853841453
59358,b-u-l-o-z,b-u-l-z-a,0.6489160139412528
59359,l-o-z,l-z-a,0.6489160139412528
59375,lj-e-z,l-z-a,0.0032448853841453
59391,sh-a-lj-e-z,sh-a-l-z-a,0.0032448853841453
59392,lj-i-lj-e-z,lj-i-l-z-a,0.0032448853841453
59393,m-a-l-o-z,m-a-l-z-a,0.6489160139412528
59394,g-a-lj-e-z,g-a-l-z-a,0.0032448853841453
59395,n-u-l-zj-e-m,n-u-l-z-m-a,0.1260486401986252
59396,lj-e-z-m,l-z-m-a,
59404,gj-i-l-z-o-m,gj-i-l-z-m-a,0.2052570165443304
59405,l-u-l-zj-e-m,l-u-l-z-m-a,0.1260486401986252
59406,k-u-l-zj-e-m,k-u-l-z-m-a,0.1260486401986252
59407,l-z-o-m,l-z-m-a,0.2052570165443304
59408,l-zj-e-m,l-z-m-a,0.1260486401986252
59424,mj-i-l-z-o-m,mj-i-l-z-m-a,0.2052570165443304
59425,sj-i-l-zj-e-m,sj-i-l-z-m-a,0.1260486401986252
59434,l-o-z-m,l-z-m-a,0.0001405101756992
59435,zj-i-l-o-z-n,zj-i-l-z-n-a,0.0014293713871383
59436,mj-i-l-o-z-n,mj-i-l-z-n-a,0.0014293713871383
59437,l-zj-e-n,l-z-n-a,0.4740233931270595
59453,gj-i-l-zj-e-n,gj-i-l-z-n-a,0.4740233931270595
59454,lj-e-z-n,l-z-n-a,
59455,mj-i-l-zj-e-n,mj-i-l-z-n-a,0.4740233931270595
59456,sj-i-l-o-z-n,sj-i-l-z-n-a,0.0014293713871383
59457,m-a-l-o-z-n,m-a-l-z-n-a,0.0014293713871383
59458,sh-a-l-o-z-n,sh-a-l-z-n-a,0.0014293713871383
