,GenSR,YerUR,translit,23-sfcost-prod,Sublex_Score
1003,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1005,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1006,z-n-r-a,z-o_flt-n-r,z-o-n-r,0.0021929824561403503,1.8896247057e-06
1007,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1008,z-n-r-a,z-o_flt-n-r,z-o-n-r,0.0021929824561403503,1.8896247057e-06
1011,k-a-z-n-r-a,k-a-z-n-e_flt-r,k-a-z-nj-e-r,0.06250000000000001,0.0110086963584469
1012,z-n-r-a,z-n-o_flt-r,z-n-o-r,0.07142857142857144,0.0187902526228109
1014,zh-i-z-n-r-a,zh-i-z-o_flt-n-r,zh-i-z-o-n-r,0.0022026431718061667,1.8896247057e-06
1015,x-a-z-n-r-a,x-a-z-n-o_flt-r,x-a-z-n-o-r,0.07142857142857144,0.0187902526228109
1017,zh-i-z-n-r-a,zh-i-z-n-o_flt-r,zh-i-z-n-o-r,0.07142857142857144,0.0187902526228109
1018,z-n-r-a,z-n-o_flt-r,z-n-o-r,0.07142857142857144,0.0187902526228109
1019,k-a-z-n-r-a,k-a-z-n-o_flt-r,k-a-z-n-o-r,0.07142857142857144,0.0187902526228109
1020,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1021,rj-i-z-n-r-a,rj-i-z-n-e_flt-r,rj-i-z-nj-e-r,0.06250000000000001,0.0110086963584469
1022,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1023,z-n-r-a,z-o_flt-n-r,z-o-n-r,0.0021929824561403503,1.8896247057e-06
1024,g-u-z-n-r-a,g-u-z-n-e_flt-r,g-u-z-nj-e-r,0.03703703703703703,0.0110086963584469
1025,tj-i-z-n-r-a,tj-i-z-n-e_flt-r,tj-i-z-nj-e-r,0.06250000000000001,0.0110086963584469
1026,b-a-z-n-r-a,b-a-z-o_flt-n-r,b-a-z-o-n-r,0.0022026431718061667,1.8896247057e-06
1028,z-n-r-a,z-o_flt-n-r,z-o-n-r,0.0021929824561403503,1.8896247057e-06
1029,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1030,sh-i-z-n-r-a,sh-i-z-n-o_flt-r,sh-i-z-n-o-r,0.07142857142857144,0.0187902526228109
1031,p-u-z-n-r-a,p-u-z-n-o_flt-r,p-u-z-n-o-r,0.04166666666666667,0.0187902526228109
1032,z-n-r-a,z-n-o_flt-r,z-n-o-r,0.07142857142857144,0.0187902526228109
1033,z-n-r-a,z-n-o_flt-r,z-n-o-r,0.07142857142857144,0.0187902526228109
1034,zj-i-z-n-r-a,zj-i-z-n-e_flt-r,zj-i-z-nj-e-r,0.03703703703703703,0.0110086963584469
1035,z-n-r-a,z-o_flt-n-r,z-o-n-r,0.0021929824561403503,1.8896247057e-06
1036,z-n-r-a,z-n-e_flt-r,z-nj-e-r,0.06250000000000001,0.0110086963584469
1038,p-u-z-n-r-a,p-u-z-n-o_flt-r,p-u-z-n-o-r,0.04166666666666667,0.0187902526228109
1039,z-n-r-a,z-o_flt-n-r,z-o-n-r,0.0021929824561403503,1.8896247057e-06
1040,sh-i-z-n-r-a,sh-i-z-n-e_flt-r,sh-i-z-nj-e-r,0.06250000000000001,0.0110086963584469
1042,p-u-z-r-a,p-u-z-o_flt-r,p-u-z-o-r,0.25,0.6666666666666666
1043,z-r-a,z-o_flt-r,z-o-r,0.3333333333333333,0.6666666666666666
1044,k-u-z-r-a,k-u-z-e_flt-r,k-u-zj-e-r,0.125,0.4740234093156565
1045,k-u-z-r-a,k-u-z-o_flt-r,k-u-z-o-r,0.25,0.6666666666666666
1046,z-r-a,z-o_flt-r,z-o-r,0.3333333333333333,0.6666666666666666
1047,b-u-z-r-a,b-u-z-e_flt-r,b-u-zj-e-r,0.125,0.4740234093156565
1048,t-u-z-r-a,t-u-z-o_flt-r,t-u-z-o-r,0.25,0.6666666666666666
1049,z-r-a,z-o_flt-r,z-o-r,0.3333333333333333,0.6666666666666666
1050,xj-i-z-r-a,xj-i-z-o_flt-r,xj-i-z-o-r,0.5,0.6666666666666666
1051,z-r-a,z-e_flt-r,zj-e-r,0.25,0.4740234093156565
1052,g-u-z-r-a,g-u-z-o_flt-r,g-u-z-o-r,0.25,0.6666666666666666
1053,m-a-z-r-a,m-a-z-e_flt-r,m-a-zj-e-r,0.25,0.4740234093156565
1054,z-r-a,z-o_flt-r,z-o-r,0.3333333333333333,0.6666666666666666
1055,z-r-a,z-o_flt-r,z-o-r,0.3333333333333333,0.6666666666666666
1056,s-u-z-r-n-a,s-u-z-r-e_flt-n,s-u-z-rj-e-n,0.015625,0.1186789526885009
1057,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1058,t-u-z-r-n-a,t-u-z-o_flt-r-n,t-u-z-o-r-n,0.0014619883040935667,2.69341095571e-05
1059,zh-a-z-r-n-a,zh-a-z-r-o_flt-n,zh-a-z-r-o-n,0.038461538461538464,0.1440085904950506
1061,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1062,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1063,rj-i-z-r-n-a,rj-i-z-r-o_flt-n,rj-i-z-r-o-n,0.038461538461538464,0.1440085904950506
1064,gj-i-z-r-n-a,gj-i-z-o_flt-r-n,gj-i-z-o-r-n,0.0021929824561403503,2.69341095571e-05
1065,l-a-z-r-n-a,l-a-z-r-o_flt-n,l-a-z-r-o-n,0.038461538461538464,0.1440085904950506
1066,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1067,z-r-n-a,z-o_flt-r-n,z-o-r-n,0.0021834061135371174,2.69341095571e-05
1068,z-r-n-a,z-o_flt-r-n,z-o-r-n,0.0021834061135371174,2.69341095571e-05
1069,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1070,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1071,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1072,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1076,tj-i-z-r-n-a,tj-i-z-o_flt-r-n,tj-i-z-o-r-n,0.0021929824561403503,2.69341095571e-05
1077,g-u-z-r-n-a,g-u-z-o_flt-r-n,g-u-z-o-r-n,0.0014619883040935667,2.69341095571e-05
1078,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1080,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1081,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1082,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1083,kj-i-z-r-n-a,kj-i-z-r-o_flt-n,kj-i-z-r-o-n,0.038461538461538464,0.1440085904950506
1085,m-a-z-r-n-a,m-a-z-r-e_flt-n,m-a-z-rj-e-n,0.03571428571428572,0.1186789526885009
1086,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1087,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1089,z-r-n-a,z-r-e_flt-n,z-rj-e-n,0.03571428571428572,0.1186789526885009
1090,t-a-z-r-n-a,t-a-z-r-e_flt-n,t-a-z-rj-e-n,0.03571428571428572,0.1186789526885009
1091,b-a-z-r-n-a,b-a-z-r-e_flt-n,b-a-z-rj-e-n,0.03571428571428572,0.1186789526885009
1092,z-r-n-a,z-r-o_flt-n,z-r-o-n,0.038461538461538464,0.1440085904950506
1093,k-u-z-r-n-a,k-u-z-r-e_flt-n,k-u-z-rj-e-n,0.02222222222222222,0.1186789526885009
1095,m-a-l-d-a,m-a-l-o_flt-d,m-a-l-o-d,0.5,0.1937635731225528
1096,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1097,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1098,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1099,l-d-a,l-e_flt-d,lj-e-d,0.08333333333333334,0.0003194366898122
1100,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1101,l-a-l-d-a,l-a-l-e_flt-d,l-a-lj-e-d,0.16666666666666669,0.0003194366898122
1102,t-u-l-d-a,t-u-l-o_flt-d,t-u-l-o-d,0.25,0.1937635731225528
1103,l-d-a,l-e_flt-d,lj-e-d,0.08333333333333334,0.0003194366898122
1104,x-a-l-d-a,x-a-l-e_flt-d,x-a-lj-e-d,0.16666666666666669,0.0003194366898122
1105,gj-i-l-d-a,gj-i-l-o_flt-d,gj-i-l-o-d,0.25,0.1937635731225528
1106,g-u-l-d-a,g-u-l-o_flt-d,g-u-l-o-d,0.25,0.1937635731225528
1107,tj-i-l-d-a,tj-i-l-o_flt-d,tj-i-l-o-d,0.25,0.1937635731225528
1108,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1109,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1110,l-d-a,l-o_flt-d,l-o-d,0.25,0.1937635731225528
1111,l-d-a,l-e_flt-d,lj-e-d,0.08333333333333334,0.0003194366898122
1113,l-d-v-a,l-d-e_flt-v,l-dj-e-v,0.04761904761904762,0.1260866945115279
1115,l-u-l-d-v-a,l-u-l-d-o_flt-v,l-u-l-d-o-v,0.05555555555555556,0.2052570165443304
1116,l-d-v-a,l-o_flt-d-v,l-o-d-v,0.0017006802721088441,0.0001405101756992
1117,t-a-l-d-v-a,t-a-l-d-o_flt-v,t-a-l-d-o-v,0.1,0.2052570165443304
1119,l-d-v-a,l-d-o_flt-v,l-d-o-v,0.05555555555555556,0.2052570165443304
1122,l-d-v-a,l-o_flt-d-v,l-o-d-v,0.0017006802721088441,0.0001405101756992
1123,l-d-v-a,l-o_flt-d-v,l-o-d-v,0.0017006802721088441,0.0001405101756992
1125,b-u-l-d-r-a,b-u-l-o_flt-d-r,b-u-l-o-d-r,0.0013717421124828536,0.0014293713871383
1126,zj-i-l-d-r-a,zj-i-l-o_flt-d-r,zj-i-l-o-d-r,0.0013717421124828536,0.0014293713871383
1127,l-d-r-a,l-d-o_flt-r,l-d-o-r,0.08333333333333333,0.6666666666666666
1128,b-a-l-d-r-a,b-a-l-d-e_flt-r,b-a-l-dj-e-r,0.125,0.4740234093455056
1130,l-d-r-a,l-o_flt-d-r,l-o-d-r,0.0013717421124828536,0.0014293713871383
1131,l-d-r-a,l-d-o_flt-r,l-d-o-r,0.08333333333333333,0.6666666666666666
1132,g-a-l-d-r-a,g-a-l-d-o_flt-r,g-a-l-d-o-r,0.16666666666666666,0.6666666666666666
1135,rj-i-l-d-r-a,rj-i-l-d-o_flt-r,rj-i-l-d-o-r,0.08333333333333333,0.6666666666666666
1136,l-d-r-a,l-o_flt-d-r,l-o-d-r,0.0013717421124828536,0.0014293713871383
1137,n-u-l-d-r-a,n-u-l-o_flt-d-r,n-u-l-o-d-r,0.0013717421124828536,0.0014293713871383
1138,l-d-r-a,l-d-o_flt-r,l-d-o-r,0.08333333333333333,0.6666666666666666
1139,l-d-r-a,l-o_flt-d-r,l-o-d-r,0.0013717421124828536,0.0014293713871383
1140,rj-i-l-d-r-a,rj-i-l-d-e_flt-r,rj-i-l-dj-e-r,0.06666666666666667,0.4740234093455056
1141,t-u-l-d-r-a,t-u-l-o_flt-d-r,t-u-l-o-d-r,0.0013717421124828536,0.0014293713871383
1142,l-d-r-a,l-d-o_flt-r,l-d-o-r,0.08333333333333333,0.6666666666666666
1143,p-u-l-z-a,p-u-l-e_flt-z,p-u-lj-e-z,0.05555555555555556,0.0032448853841453
1144,b-u-l-z-a,b-u-l-o_flt-z,b-u-l-o-z,0.08333333333333333,0.6489160139412528
1145,l-z-a,l-o_flt-z,l-o-z,0.08333333333333333,0.6489160139412528
1146,l-z-a,l-o_flt-z,l-o-z,0.08333333333333333,0.6489160139412528
1147,l-z-a,l-e_flt-z,lj-e-z,0.05555555555555556,0.0032448853841453
1148,l-z-a,l-e_flt-z,lj-e-z,0.05555555555555556,0.0032448853841453
1149,sh-a-l-z-a,sh-a-l-e_flt-z,sh-a-lj-e-z,0.05555555555555556,0.0032448853841453
1150,lj-i-l-z-a,lj-i-l-e_flt-z,lj-i-lj-e-z,0.05555555555555556,0.0032448853841453
1151,m-a-l-z-a,m-a-l-o_flt-z,m-a-l-o-z,0.08333333333333333,0.6489160139412528
1152,g-a-l-z-a,g-a-l-e_flt-z,g-a-lj-e-z,0.05555555555555556,0.0032448853841453
1153,n-u-l-z-m-a,n-u-l-z-e_flt-m,n-u-l-zj-e-m,0.04761904761904762,0.1260486401986252
1155,gj-i-l-z-m-a,gj-i-l-z-o_flt-m,gj-i-l-z-o-m,0.1111111111111111,0.2052570165443304
1156,l-u-l-z-m-a,l-u-l-z-e_flt-m,l-u-l-zj-e-m,0.04761904761904762,0.1260486401986252
1157,k-u-l-z-m-a,k-u-l-z-e_flt-m,k-u-l-zj-e-m,0.04761904761904762,0.1260486401986252
1158,l-z-m-a,l-z-o_flt-m,l-z-o-m,0.1111111111111111,0.2052570165443304
1159,l-z-m-a,l-z-e_flt-m,l-zj-e-m,0.04761904761904762,0.1260486401986252
1160,l-z-m-a,l-z-e_flt-m,l-zj-e-m,0.04761904761904762,0.1260486401986252
1161,mj-i-l-z-m-a,mj-i-l-z-o_flt-m,mj-i-l-z-o-m,0.1111111111111111,0.2052570165443304
1162,sj-i-l-z-m-a,sj-i-l-z-e_flt-m,sj-i-l-zj-e-m,0.04761904761904762,0.1260486401986252
1164,l-z-m-a,l-o_flt-z-m,l-o-z-m,0.0017006802721088441,0.0001405101756992
1165,zj-i-l-z-n-a,zj-i-l-o_flt-z-n,zj-i-l-o-z-n,0.0013661202185792343,0.0014293713871383
1166,mj-i-l-z-n-a,mj-i-l-o_flt-z-n,mj-i-l-o-z-n,0.0013661202185792343,0.0014293713871383
1167,l-z-n-a,l-z-e_flt-n,l-zj-e-n,0.06666666666666667,0.4740233931270595
1168,l-z-n-a,l-z-e_flt-n,l-zj-e-n,0.06666666666666667,0.4740233931270595
1169,gj-i-l-z-n-a,gj-i-l-z-e_flt-n,gj-i-l-zj-e-n,0.06666666666666667,0.4740233931270595
1171,mj-i-l-z-n-a,mj-i-l-z-e_flt-n,mj-i-l-zj-e-n,0.06666666666666667,0.4740233931270595
1172,sj-i-l-z-n-a,sj-i-l-o_flt-z-n,sj-i-l-o-z-n,0.0013661202185792343,0.0014293713871383
1173,m-a-l-z-n-a,m-a-l-o_flt-z-n,m-a-l-o-z-n,0.0013661202185792343,0.0014293713871383
1174,sh-a-l-z-n-a,sh-a-l-o_flt-z-n,sh-a-l-o-z-n,0.0013661202185792343,0.0014293713871383
1175,l-z-r-a,l-z-o_flt-r,l-z-o-r,0.1111111111111111,0.050862560372687896
1177,l-z-r-a,l-o_flt-z-r,l-o-z-r,0.0013605442176870743,3.33943604254e-05
1178,l-z-r-a,l-z-e_flt-r,l-zj-e-r,0.06666666666666667,0.02654526338554
1180,l-z-r-a,l-z-e_flt-r,l-zj-e-r,0.06666666666666667,0.02654526338554
1182,rj-i-l-z-r-a,rj-i-l-z-e_flt-r,rj-i-l-zj-e-r,0.06666666666666667,0.02654526338554
1183,b-a-l-z-r-a,b-a-l-o_flt-z-r,b-a-l-o-z-r,0.0013605442176870743,3.33943604254e-05
1184,r-u-l-z-r-a,r-u-l-z-e_flt-r,r-u-l-zj-e-r,0.06666666666666667,0.02654526338554
1185,l-z-r-a,l-z-o_flt-r,l-z-o-r,0.1111111111111111,0.050862560372687896
1187,g-a-l-z-r-a,g-a-l-z-e_flt-r,g-a-l-zj-e-r,0.06666666666666667,0.02654526338554
1188,l-z-r-a,l-o_flt-z-r,l-o-z-r,0.0013605442176870743,3.33943604254e-05
1189,tj-i-l-z-r-a,tj-i-l-o_flt-z-r,tj-i-l-o-z-r,0.0013605442176870743,3.33943604254e-05
1190,mj-i-l-z-r-a,mj-i-l-z-e_flt-r,mj-i-l-zj-e-r,0.06666666666666667,0.02654526338554
1191,l-z-r-a,l-z-o_flt-r,l-z-o-r,0.1111111111111111,0.050862560372687896
1192,l-z-r-a,l-z-o_flt-r,l-z-o-r,0.1111111111111111,0.050862560372687896
1193,l-z-r-a,l-z-o_flt-r,l-z-o-r,0.1111111111111111,0.050862560372687896
1194,lj-i-l-p-a,lj-i-l-e_flt-p,lj-i-lj-e-p,0.08333333333333334,3.37502029551e-05
1195,kj-i-l-p-a,kj-i-l-o_flt-p,kj-i-l-o-p,0.125,0.0345699666669916
1196,p-u-l-p-a,p-u-l-e_flt-p,p-u-lj-e-p,0.08333333333333334,3.37502029551e-05
1197,l-p-a,l-o_flt-p,l-o-p,0.125,0.025225287827104897
1198,l-p-a,l-e_flt-p,lj-e-p,0.08333333333333334,1.98164559232e-05
1199,l-p-a,l-o_flt-p,l-o-p,0.125,0.025225287827104897
1200,l-p-a,l-e_flt-p,lj-e-p,0.08333333333333334,1.98164559232e-05
1201,xj-i-l-p-a,xj-i-l-e_flt-p,xj-i-lj-e-p,0.08333333333333334,3.37502029551e-05
1202,k-u-l-p-a,k-u-l-e_flt-p,k-u-lj-e-p,0.08333333333333334,3.37502029551e-05
1203,gj-i-l-p-a,gj-i-l-e_flt-p,gj-i-lj-e-p,0.08333333333333334,3.37502029551e-05
1204,l-p-a,l-o_flt-p,l-o-p,0.125,0.025225287827104897
1205,l-p-a,l-e_flt-p,lj-e-p,0.08333333333333334,1.98164559232e-05
1206,t-u-l-p-a,t-u-l-e_flt-p,t-u-lj-e-p,0.08333333333333334,3.37502029551e-05
1207,g-a-l-p-a,g-a-l-e_flt-p,g-a-lj-e-p,0.16666666666666669,3.37502029551e-05
1208,pj-i-l-p-a,pj-i-l-e_flt-p,pj-i-lj-e-p,0.08333333333333334,3.37502029551e-05
1209,l-p-a,l-o_flt-p,l-o-p,0.125,0.025225287827104897
1210,l-p-a,l-o_flt-p,l-o-p,0.125,0.025225287827104897
1211,l-p-a,l-e_flt-p,lj-e-p,0.08333333333333334,1.98164559232e-05
1212,l-p-a,l-o_flt-p,l-o-p,0.125,0.025225287827104897
1213,n-u-l-p-a,n-u-l-e_flt-p,n-u-lj-e-p,0.08333333333333334,3.37502029551e-05
1214,xj-i-l-p-a,xj-i-l-o_flt-p,xj-i-l-o-p,0.125,0.0345699666669916
1215,l-p-a,l-e_flt-p,lj-e-p,0.08333333333333334,1.98164559232e-05
1216,zj-i-l-p-a,zj-i-l-o_flt-p,zj-i-l-o-p,0.125,0.0345699666669916
1217,l-p-v-a,l-p-o_flt-v,l-p-o-v,0.028571428571428577,0.0969428093750076
1218,l-p-v-a,l-p-o_flt-v,l-p-o-v,0.028571428571428577,0.0969428093750076
1220,l-p-v-a,l-p-o_flt-v,l-p-o-v,0.028571428571428577,0.0969428093750076
1222,l-p-v-a,l-p-o_flt-v,l-p-o-v,0.028571428571428577,0.0969428093750076
1223,l-p-v-a,l-p-e_flt-v,l-pj-e-v,0.02500000000000001,0.023589325171441
1226,zh-u-l-p-v-a,zh-u-l-o_flt-p-v,zh-u-l-o-p-v,0.0012345679012345685,2.6563593651e-05
1228,z-u-l-p-v-a,z-u-l-p-o_flt-v,z-u-l-p-o-v,0.028571428571428577,0.1229226202635992
1230,m-a-l-p-v-a,m-a-l-p-e_flt-v,m-a-l-pj-e-v,0.03571428571428572,0.0395778115910979
1231,l-p-v-a,l-p-e_flt-v,l-pj-e-v,0.02500000000000001,0.023589325171441
1233,l-p-v-a,l-o_flt-p-v,l-o-p-v,0.0012345679012345685,2.26587371466e-05
1235,l-p-m-a,l-o_flt-p-m,l-o-p-m,0.0020703933747412005,0.0005848478644034
1236,l-p-m-a,l-p-e_flt-m,l-pj-e-m,0.033333333333333326,0.1951137365461897
1237,l-p-m-a,l-p-o_flt-m,l-p-o-m,0.04761904761904762,0.3757346405045205
1238,l-p-m-a,l-o_flt-p-m,l-o-p-m,0.0020703933747412005,0.0005848478644034
1239,sh-a-l-p-m-a,sh-a-l-p-e_flt-m,sh-a-l-pj-e-m,0.055555555555555546,0.2925277819600505
1240,l-p-m-a,l-p-e_flt-m,l-pj-e-m,0.033333333333333326,0.1951137365461897
1241,l-p-m-a,l-o_flt-p-m,l-o-p-m,0.0020703933747412005,0.0005848478644034
1242,x-a-l-p-m-a,x-a-l-p-e_flt-m,x-a-l-pj-e-m,0.055555555555555546,0.2925277819600505
1243,l-p-m-a,l-p-o_flt-m,l-p-o-m,0.04761904761904762,0.3757346405045205
1245,zj-i-l-p-m-a,zj-i-l-p-e_flt-m,zj-i-l-pj-e-m,0.033333333333333326,0.2925277819600505
1246,l-p-m-a,l-p-e_flt-m,l-pj-e-m,0.033333333333333326,0.1951137365461897
1250,s-u-l-p-m-a,s-u-l-p-e_flt-m,s-u-l-pj-e-m,0.033333333333333326,0.2925277819600505
1253,l-p-r-a,l-o_flt-p-r,l-o-p-r,0.0016666666666666672,0.001219504834612
1254,l-p-r-a,l-p-o_flt-r,l-p-o-r,0.08333333333333333,0.5900381923076204
1255,l-p-r-a,l-p-e_flt-r,l-pj-e-r,0.06666666666666667,0.345698774031956
1256,l-p-r-a,l-o_flt-p-r,l-o-p-r,0.0016666666666666672,0.001219504834612
1257,zh-a-l-p-r-a,zh-a-l-o_flt-p-r,zh-a-l-o-p-r,0.002500000000000001,0.0014293713871383
1259,sh-a-l-p-r-a,sh-a-l-o_flt-p-r,sh-a-l-o-p-r,0.002500000000000001,0.0014293713871383
1260,b-a-l-p-r-a,b-a-l-p-o_flt-r,b-a-l-p-o-r,0.16666666666666666,0.6666666666666666
1261,k-u-l-p-r-a,k-u-l-p-o_flt-r,k-u-l-p-o-r,0.08333333333333333,0.6666666666666666
1262,xj-i-l-r-a,xj-i-l-o_flt-r,xj-i-l-o-r,0.125,0.6666666666666666
1263,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1264,k-a-l-r-a,k-a-l-e_flt-r,k-a-lj-e-r,0.0625,0.00191796967502
1265,l-u-l-r-a,l-u-l-e_flt-r,l-u-lj-e-r,0.0625,0.00191796967502
1266,sh-u-l-r-a,sh-u-l-e_flt-r,sh-u-lj-e-r,0.04000000000000001,0.00191796967502
1267,t-a-l-r-a,t-a-l-o_flt-r,t-a-l-o-r,0.125,0.6666666666666666
1268,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1269,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1270,z-u-l-r-a,z-u-l-o_flt-r,z-u-l-o-r,0.125,0.6666666666666666
1271,bj-i-l-r-a,bj-i-l-o_flt-r,bj-i-l-o-r,0.125,0.6666666666666666
1272,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1273,l-a-l-r-a,l-a-l-e_flt-r,l-a-lj-e-r,0.0625,0.00191796967502
1274,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1275,xj-i-l-r-a,xj-i-l-e_flt-r,xj-i-lj-e-r,0.0625,0.00191796967502
1276,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1277,m-a-l-r-a,m-a-l-e_flt-r,m-a-lj-e-r,0.0625,0.00191796967502
1278,zh-u-l-r-a,zh-u-l-e_flt-r,zh-u-lj-e-r,0.0625,0.00191796967502
1279,s-u-l-r-a,s-u-l-e_flt-r,s-u-lj-e-r,0.0625,0.00191796967502
1280,xj-i-l-r-a,xj-i-l-o_flt-r,xj-i-l-o-r,0.125,0.6666666666666666
1281,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1282,r-a-l-r-a,r-a-l-e_flt-r,r-a-lj-e-r,0.0625,0.00191796967502
1283,m-a-l-r-a,m-a-l-o_flt-r,m-a-l-o-r,0.125,0.6666666666666666
1284,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1285,t-u-l-r-a,t-u-l-o_flt-r,t-u-l-o-r,0.125,0.6666666666666666
1286,sh-u-l-r-a,sh-u-l-e_flt-r,sh-u-lj-e-r,0.04000000000000001,0.00191796967502
1287,gj-i-l-r-a,gj-i-l-o_flt-r,gj-i-l-o-r,0.125,0.6666666666666666
1288,pj-i-l-r-a,pj-i-l-o_flt-r,pj-i-l-o-r,0.125,0.6666666666666666
1289,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1290,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1291,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1292,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1293,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1294,pj-i-l-r-a,pj-i-l-o_flt-r,pj-i-l-o-r,0.125,0.6666666666666666
1295,t-u-l-r-a,t-u-l-o_flt-r,t-u-l-o-r,0.125,0.6666666666666666
1296,s-u-l-r-a,s-u-l-e_flt-r,s-u-lj-e-r,0.0625,0.00191796967502
1297,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1298,gj-i-l-r-a,gj-i-l-o_flt-r,gj-i-l-o-r,0.125,0.6666666666666666
1299,m-u-l-r-a,m-u-l-o_flt-r,m-u-l-o-r,0.125,0.6666666666666666
1300,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1301,g-a-l-r-a,g-a-l-o_flt-r,g-a-l-o-r,0.125,0.6666666666666666
1302,zh-i-l-r-a,zh-i-l-o_flt-r,zh-i-l-o-r,0.125,0.6666666666666666
1303,bj-i-l-r-a,bj-i-l-o_flt-r,bj-i-l-o-r,0.125,0.6666666666666666
1304,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1305,kj-i-l-r-a,kj-i-l-o_flt-r,kj-i-l-o-r,0.125,0.6666666666666666
1306,m-u-l-r-a,m-u-l-e_flt-r,m-u-lj-e-r,0.0625,0.00191796967502
1307,l-u-l-r-a,l-u-l-o_flt-r,l-u-l-o-r,0.125,0.6666666666666666
1308,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1309,sh-a-l-r-a,sh-a-l-o_flt-r,sh-a-l-o-r,0.125,0.6666666666666666
1310,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1311,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1312,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1313,z-u-l-r-a,z-u-l-e_flt-r,z-u-lj-e-r,0.0625,0.00191796967502
1314,rj-i-l-r-a,rj-i-l-e_flt-r,rj-i-lj-e-r,0.0625,0.00191796967502
1315,gj-i-l-r-a,gj-i-l-e_flt-r,gj-i-lj-e-r,0.0625,0.00191796967502
1316,l-r-a,l-e_flt-r,lj-e-r,0.0625,0.00191796967502
1317,r-u-l-r-a,r-u-l-e_flt-r,r-u-lj-e-r,0.0625,0.00191796967502
1318,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1319,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1320,zh-u-l-r-a,zh-u-l-o_flt-r,zh-u-l-o-r,0.125,0.6666666666666666
1321,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1322,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
1323,l-r-a,l-o_flt-r,l-o-r,0.125,0.6666666666666666
