,GenSR,YerUR,translit,23-sfcost-prod,Sublex_Score
3130,gj-i-r-f-a,gj-i-r-o_flt-f,gj-i-r-o-f,0.125,0.1767051483443592
3131,g-a-r-f-a,g-a-r-o_flt-f,g-a-r-o-f,0.25,0.1767051483443592
3132,x-a-r-f-a,x-a-r-e_flt-f,x-a-rj-e-f,0.16666666666666669,0.1311302063629077
3133,g-u-r-f-v-a,g-u-r-o_flt-f-v,g-u-r-o-f-v,0.0015432098765432107,2.03341446386e-05
3134,r-f-v-a,r-f-o_flt-v,r-f-o-v,0.04000000000000001,0.0674628358158809
3136,r-f-v-a,r-f-e_flt-v,r-fj-e-v,0.03333333333333334,0.003883330874416
3137,r-f-v-a,r-o_flt-f-v,r-o-f-v,0.0012345679012345685,1.73450031871e-05
3138,r-f-v-a,r-o_flt-f-v,r-o-f-v,0.0012345679012345685,1.73450031871e-05
3139,tj-i-r-f-v-a,tj-i-r-f-o_flt-v,tj-i-r-f-o-v,0.04000000000000001,0.0801371487580988
3140,r-f-v-a,r-f-e_flt-v,r-fj-e-v,0.03333333333333334,0.003883330874416
3141,n-u-r-f-v-a,n-u-r-o_flt-f-v,n-u-r-o-f-v,0.0015432098765432107,2.03341446386e-05
3143,r-f-v-a,r-f-o_flt-v,r-f-o-v,0.04000000000000001,0.0674628358158809
3144,r-f-v-a,r-o_flt-f-v,r-o-f-v,0.0012345679012345685,1.73450031871e-05
3147,r-f-v-a,r-f-o_flt-v,r-f-o-v,0.04000000000000001,0.0674628358158809
3148,kj-i-r-f-m-a,kj-i-r-f-e_flt-m,kj-i-r-fj-e-m,0.04166666666666667,0.1263129872943831
3149,r-f-m-a,r-f-o_flt-m,r-f-o-m,0.06666666666666667,0.448998687737043
3150,r-f-m-a,r-f-o_flt-m,r-f-o-m,0.06666666666666667,0.448998687737043
3151,mj-i-r-f-m-a,mj-i-r-o_flt-f-m,mj-i-r-o-f-m,0.0020833333333333337,0.0015740602257268
3152,l-a-r-f-m-a,l-a-r-f-o_flt-m,l-a-r-f-o-m,0.125,0.501427549414177
3153,n-u-r-f-m-a,n-u-r-f-e_flt-m,n-u-r-fj-e-m,0.07142857142857144,0.1263129872943831
3154,r-f-m-a,r-f-o_flt-m,r-f-o-m,0.06666666666666667,0.448998687737043
3155,k-u-r-f-m-a,k-u-r-f-e_flt-m,k-u-r-fj-e-m,0.07142857142857144,0.1263129872943831
3156,r-f-m-a,r-o_flt-f-m,r-o-f-m,0.0020833333333333337,0.001342978396585
3157,x-u-r-f-m-a,x-u-r-o_flt-f-m,x-u-r-o-f-m,0.003125000000000001,0.0015740602257268
3158,p-u-r-f-m-a,p-u-r-o_flt-f-m,p-u-r-o-f-m,0.003125000000000001,0.0015740602257268
3159,t-a-r-f-m-a,t-a-r-o_flt-f-m,t-a-r-o-f-m,0.003125000000000001,0.0015740602257268
3161,r-f-m-a,r-o_flt-f-m,r-o-f-m,0.0020833333333333337,0.001342978396585
3162,zh-i-r-f-m-a,zh-i-r-f-e_flt-m,zh-i-r-fj-e-m,0.04166666666666667,0.1263129872943831
3163,r-u-r-f-m-a,r-u-r-f-o_flt-m,r-u-r-f-o-m,0.125,0.501427549414177
3164,x-u-r-f-m-a,x-u-r-o_flt-f-m,x-u-r-o-f-m,0.003125000000000001,0.0015740602257268
3166,b-a-r-f-m-a,b-a-r-o_flt-f-m,b-a-r-o-f-m,0.003125000000000001,0.0015740602257268
3167,r-x-a,r-o_flt-x,r-o-x,0.25,0.9595683946841855
3168,x-a-r-x-a,x-a-r-o_flt-x,x-a-r-o-x,0.5,0.9718039623361329
3169,xj-i-r-x-a,xj-i-r-e_flt-x,xj-i-rj-e-x,0.08333333333333334,0.949819255039744
3170,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3171,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3172,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3173,kj-i-r-x-a,kj-i-r-o_flt-x,kj-i-r-o-x,0.25,0.9718039623361329
3174,t-a-r-x-a,t-a-r-e_flt-x,t-a-rj-e-x,0.16666666666666669,0.949819255039744
3175,mj-i-r-x-a,mj-i-r-e_flt-x,mj-i-rj-e-x,0.08333333333333334,0.949819255039744
3176,kj-i-r-x-a,kj-i-r-o_flt-x,kj-i-r-o-x,0.25,0.9718039623361329
3177,zh-a-r-x-a,zh-a-r-o_flt-x,zh-a-r-o-x,0.5,0.9718039623361329
3178,r-x-a,r-o_flt-x,r-o-x,0.25,0.9595683946841855
3179,gj-i-r-x-a,gj-i-r-e_flt-x,gj-i-rj-e-x,0.08333333333333334,0.949819255039744
3180,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3181,x-u-r-x-a,x-u-r-o_flt-x,x-u-r-o-x,0.5,0.9718039623361329
3182,sh-a-r-x-a,sh-a-r-e_flt-x,sh-a-rj-e-x,0.16666666666666669,0.949819255039744
3183,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3184,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3185,r-x-a,r-e_flt-x,rj-e-x,0.08333333333333334,0.91745819837402
3186,r-a-r-x-a,r-a-r-e_flt-x,r-a-rj-e-x,0.16666666666666669,0.949819255039744
3187,sj-i-r-x-a,sj-i-r-o_flt-x,sj-i-r-o-x,0.25,0.9718039623361329
3188,r-x-a,r-o_flt-x,r-o-x,0.25,0.9595683946841855
3189,r-x-a,r-o_flt-x,r-o-x,0.25,0.9595683946841855
3190,sj-i-r-x-v-a,sj-i-r-o_flt-x-v,sj-i-r-o-x-v,0.0018214936247723124,0.0014293713871383
3192,zh-i-r-x-v-a,zh-i-r-o_flt-x-v,zh-i-r-o-x-v,0.0018214936247723124,0.0014293713871383
3193,r-x-v-a,r-x-o_flt-v,r-x-o-v,0.03703703703703703,0.5900381923076204
3194,r-x-v-a,r-x-e_flt-v,r-xj-e-v,0.033333333333333326,0.3454953061882531
3195,p-u-r-x-v-a,p-u-r-x-e_flt-v,p-u-r-xj-e-v,0.055555555555555546,0.4737604607557586
3196,r-x-v-a,r-x-e_flt-v,r-xj-e-v,0.033333333333333326,0.3454953061882531
3197,r-x-v-a,r-o_flt-x-v,r-o-x-v,0.0018214936247723124,0.001219504834612
3198,p-u-r-x-v-a,p-u-r-x-o_flt-v,p-u-r-x-o-v,0.06250000000000001,0.6666666666666666
3201,r-x-v-a,r-x-o_flt-v,r-x-o-v,0.03703703703703703,0.5900381923076204
3204,r-u-r-x-v-a,r-u-r-x-e_flt-v,r-u-r-xj-e-v,0.055555555555555546,0.4737604607557586
3205,r-x-v-a,r-x-e_flt-v,r-xj-e-v,0.033333333333333326,0.3454953061882531
3206,mj-i-r-x-v-a,mj-i-r-o_flt-x-v,mj-i-r-o-x-v,0.0018214936247723124,0.0014293713871383
3207,x-u-r-x-l-a,x-u-r-o_flt-x-l,x-u-r-o-x-l,0.004366812227074235,0.0014293713871383
3208,g-u-r-x-l-a,g-u-r-x-e_flt-l,g-u-r-xj-e-l,0.25,0.4740172343998969
3210,r-x-l-a,r-x-o_flt-l,r-x-o-l,0.16666666666666666,0.5900381923076204
3211,r-a-r-x-l-a,r-a-r-x-o_flt-l,r-a-r-x-o-l,0.5,0.6666666666666666
3212,r-x-l-a,r-x-e_flt-l,r-xj-e-l,0.1,0.3456940034712444
3213,r-x-l-a,r-o_flt-x-l,r-o-x-l,0.0021834061135371174,0.001219504834612
3214,k-a-r-x-l-a,k-a-r-x-e_flt-l,k-a-r-xj-e-l,0.25,0.4740172343998969
3215,k-a-r-x-l-a,k-a-r-x-e_flt-l,k-a-r-xj-e-l,0.25,0.4740172343998969
3216,r-x-l-a,r-x-e_flt-l,r-xj-e-l,0.1,0.3456940034712444
3218,r-x-l-a,r-x-e_flt-l,r-xj-e-l,0.1,0.3456940034712444
3219,sj-i-r-x-l-a,sj-i-r-x-o_flt-l,sj-i-r-x-o-l,0.16666666666666666,0.6666666666666666
3221,r-x-l-a,r-x-e_flt-l,r-xj-e-l,0.1,0.3456940034712444
3222,tj-i-r-x-l-a,tj-i-r-o_flt-x-l,tj-i-r-o-x-l,0.0021834061135371174,0.0014293713871383
3224,r-x-m-a,r-o_flt-x-m,r-o-x-m,0.0018115942028985503,0.0017803197783957
3225,sh-u-r-x-m-a,sh-u-r-o_flt-x-m,sh-u-r-o-x-m,0.0027173913043478256,0.0020864962616357
3226,k-a-r-x-m-a,k-a-r-o_flt-x-m,k-a-r-o-x-m,0.0027173913043478256,0.0020864962616357
3229,r-x-m-a,r-x-e_flt-m,r-xj-e-m,0.03703703703703703,0.0850147084095476
3230,lj-i-r-x-m-a,lj-i-r-x-e_flt-m,lj-i-r-xj-e-m,0.03703703703703703,0.1362241527817442
3231,sh-u-r-x-m-a,sh-u-r-x-e_flt-m,sh-u-r-xj-e-m,0.06250000000000001,0.1362241527817442
3232,b-a-r-x-m-a,b-a-r-x-e_flt-m,b-a-r-xj-e-m,0.06250000000000001,0.1362241527817442
3233,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3234,r-sh-a,r-e_flt-sh,rj-e-sh,0.020833333333333332,0.5259765902031078
3235,r-sh-a,r-e_flt-sh,rj-e-sh,0.020833333333333332,0.5259765902031078
3236,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3237,z-u-r-sh-a,z-u-r-o_flt-sh,z-u-r-o-sh,0.04545454545454544,0.6958119165354145
3238,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3239,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3240,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3241,r-sh-a,r-e_flt-sh,rj-e-sh,0.020833333333333332,0.5259765902031078
3242,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3243,r-sh-a,r-e_flt-sh,rj-e-sh,0.020833333333333332,0.5259765902031078
3244,zh-a-r-sh-a,zh-a-r-o_flt-sh,zh-a-r-o-sh,0.04545454545454544,0.6958119165354145
3245,sh-i-r-sh-a,sh-i-r-e_flt-sh,sh-i-rj-e-sh,0.041666666666666664,0.6543012175739884
3246,r-sh-a,r-e_flt-sh,rj-e-sh,0.020833333333333332,0.5259765902031078
3247,r-sh-a,r-o_flt-sh,r-o-sh,0.02272727272727272,0.5817625667867414
3248,sh-u-r-sh-l-a,sh-u-r-sh-e_flt-l,sh-u-r-sh-e-l,0.5,0.6666666666666666
3249,m-u-r-sh-l-a,m-u-r-sh-o_flt-l,m-u-r-sh-o-l,0.5,0.6666666666666666
3250,r-sh-l-a,r-sh-o_flt-l,r-sh-o-l,0.16666666666666666,0.5900381923076204
3251,sh-u-r-sh-l-a,sh-u-r-o_flt-sh-l,sh-u-r-o-sh-l,0.0037593984962406013,0.0014293713871383
3255,l-a-r-sh-l-a,l-a-r-o_flt-sh-l,l-a-r-o-sh-l,0.0037593984962406013,0.0014293713871383
3256,r-sh-l-a,r-sh-o_flt-l,r-sh-o-l,0.16666666666666666,0.5900381923076204
3258,b-a-r-sh-m-a,b-a-r-sh-e_flt-m,b-a-r-sh-e-m,0.25,0.6666666666666666
3259,r-sh-m-a,r-sh-o_flt-m,r-sh-o-m,0.16666666666666666,0.5900381923076204
3260,r-sh-m-a,r-o_flt-sh-m,r-o-sh-m,0.0023041474654377876,0.001219504834612
3261,g-u-r-sh-m-a,g-u-r-sh-e_flt-m,g-u-r-sh-e-m,0.25,0.6666666666666666
3262,r-sh-m-a,r-sh-o_flt-m,r-sh-o-m,0.16666666666666666,0.5900381923076204
3265,b-a-r-sh-m-a,b-a-r-sh-o_flt-m,b-a-r-sh-o-m,0.5,0.6666666666666666
3266,sh-i-r-sh-m-a,sh-i-r-sh-o_flt-m,sh-i-r-sh-o-m,0.5,0.6666666666666666
3267,b-a-r-sh-m-a,b-a-r-sh-o_flt-m,b-a-r-sh-o-m,0.5,0.6666666666666666
3269,gj-i-r-sh-m-a,gj-i-r-sh-o_flt-m,gj-i-r-sh-o-m,0.5,0.6666666666666666
3271,r-sh-m-a,r-sh-o_flt-m,r-sh-o-m,0.16666666666666666,0.5900381923076204
3272,s-u-r-sh-m-a,s-u-r-sh-o_flt-m,s-u-r-sh-o-m,0.5,0.6666666666666666
3273,r-sh-n-a,r-o_flt-sh-n,r-o-sh-n,0.0012626262626262627,0.0003771523176118
3274,r-sh-n-a,r-sh-o_flt-n,r-sh-o-n,0.1111111111111111,0.5900381923076204
3275,kj-i-r-sh-n-a,kj-i-r-o_flt-sh-n,kj-i-r-o-sh-n,0.0018939393939393942,0.0004421212367709
3277,b-u-r-sh-n-a,b-u-r-sh-e_flt-n,b-u-r-sh-e-n,0.25,0.6666666666666666
3278,r-sh-n-a,r-sh-e_flt-n,r-sh-e-n,0.1111111111111111,0.5900381923076204
3280,r-sh-n-a,r-sh-o_flt-n,r-sh-o-n,0.1111111111111111,0.5900381923076204
3281,r-sh-n-a,r-sh-o_flt-n,r-sh-o-n,0.1111111111111111,0.5900381923076204
3283,r-sh-n-a,r-sh-o_flt-n,r-sh-o-n,0.1111111111111111,0.5900381923076204
3284,r-sh-n-a,r-o_flt-sh-n,r-o-sh-n,0.0012626262626262627,0.0003771523176118
3287,r-sh-n-a,r-sh-e_flt-n,r-sh-e-n,0.1111111111111111,0.5900381923076204
3288,rj-i-r-sh-n-a,rj-i-r-sh-e_flt-n,rj-i-r-sh-e-n,0.25,0.6666666666666666
3290,r-sh-r-a,r-o_flt-sh-r,r-o-sh-r,0.0018867924528301891,2.971991234394485e-07
3291,zh-u-r-sh-r-a,zh-u-r-sh-e_flt-r,zh-u-r-sh-e-r,0.5,0.0056379316607571995
3293,b-a-r-sh-r-a,b-a-r-o_flt-sh-r,b-a-r-o-sh-r,0.0037735849056603783,3.484177922828102e-07
3294,pj-i-r-sh-r-a,pj-i-r-o_flt-sh-r,pj-i-r-o-sh-r,0.0037735849056603783,3.484177922828102e-07
3295,r-sh-r-a,r-o_flt-sh-r,r-o-sh-r,0.0018867924528301891,2.971991234394485e-07
3297,r-sh-r-a,r-o_flt-sh-r,r-o-sh-r,0.0018867924528301891,2.971991234394485e-07
3298,r-sh-r-a,r-sh-e_flt-r,r-sh-e-r,0.16666666666666666,0.0035596893010195
3299,t-v-a,t-e_flt-v,tj-e-v,0.16666666666666669,0.4707074788892805
3300,zj-i-t-v-a,zj-i-t-o_flt-v,zj-i-t-o-v,0.25,0.6666666666666666
3301,t-v-a,t-o_flt-v,t-o-v,0.2,0.6666666666666666
3302,b-a-t-v-a,b-a-t-o_flt-v,b-a-t-o-v,0.25,0.6666666666666666
3303,t-v-a,t-o_flt-v,t-o-v,0.2,0.6666666666666666
3304,t-v-a,t-o_flt-v,t-o-v,0.2,0.6666666666666666
3305,bj-i-t-v-a,bj-i-t-e_flt-v,bj-i-tj-e-v,0.16666666666666669,0.4707074788892805
3306,sh-i-t-v-a,sh-i-t-e_flt-v,sh-i-tj-e-v,0.16666666666666669,0.4707074788892805
3307,t-a-t-v-a,t-a-t-e_flt-v,t-a-tj-e-v,0.16666666666666669,0.4707074788892805
3308,t-v-a,t-e_flt-v,tj-e-v,0.16666666666666669,0.4707074788892805
3309,g-a-t-v-a,g-a-t-o_flt-v,g-a-t-o-v,0.25,0.6666666666666666
3310,s-u-t-v-a,s-u-t-e_flt-v,s-u-tj-e-v,0.08333333333333334,0.4707074788892805
3311,sh-i-t-f-a,sh-i-t-o_flt-f,sh-i-t-o-f,0.16666666666666669,0.0127221836417483
3312,sh-u-t-f-a,sh-u-t-e_flt-f,sh-u-tj-e-f,0.06250000000000001,0.0079784552324626
3313,rj-i-t-f-a,rj-i-t-e_flt-f,rj-i-tj-e-f,0.12500000000000003,0.0079784552324626
3314,t-f-a,t-o_flt-f,t-o-f,0.07142857142857144,0.0063406097723842005
3315,t-f-a,t-e_flt-f,tj-e-f,0.06250000000000001,0.0045007514166102
3316,t-f-a,t-o_flt-f,t-o-f,0.07142857142857144,0.0063406097723842005
3317,t-a-t-f-a,t-a-t-o_flt-f,t-a-t-o-f,0.08333333333333334,0.0127221836417483
3318,t-a-t-f-a,t-a-t-o_flt-f,t-a-t-o-f,0.08333333333333334,0.0127221836417483
3319,t-f-a,t-e_flt-f,tj-e-f,0.06250000000000001,0.0045007514166102
3320,k-u-t-f-a,k-u-t-o_flt-f,k-u-t-o-f,0.08333333333333334,0.0127221836417483
3321,t-f-v-a,t-f-e_flt-v,t-fj-e-v,0.005208333333333334,2.12315580097e-05
3322,g-a-t-f-v-a,g-a-t-o_flt-f-v,g-a-t-o-f-v,0.0007621951219512194,1.7079948861e-06
3323,t-f-v-a,t-f-o_flt-v,t-f-o-v,0.005434782608695653,0.0002884177538558
3324,t-f-v-a,t-f-o_flt-v,t-f-o-v,0.005434782608695653,0.0002884177538558
3325,t-f-v-a,t-o_flt-f-v,t-o-f-v,0.000757575757575758,5.88794072048921e-07
3327,sj-i-t-f-m-a,sj-i-t-o_flt-f-m,sj-i-t-o-f-m,0.00044091710758377455,0.0001324038310965
3328,m-u-t-f-m-a,m-u-t-o_flt-f-m,m-u-t-o-f-m,0.0004115226337448562,0.0001324038310965
3329,kj-i-t-f-m-a,kj-i-t-o_flt-f-m,kj-i-t-o-f-m,0.00044091710758377455,0.0001324038310965
3331,t-f-p-a,t-o_flt-f-p,t-o-f-p,0.0002956830277942047,8.556544708598219e-07
3332,t-f-p-a,t-f-o_flt-p,t-f-o-p,0.0021052631578947377,6.045278669e-05
3333,n-u-t-f-p-a,n-u-t-f-o_flt-p,n-u-t-f-o-p,0.0021052631578947377,0.0001652367271886
3335,m-u-t-f-p-a,m-u-t-o_flt-f-p,m-u-t-o-f-p,0.00029735355337496297,2.4821118088e-06
3336,b-u-t-f-p-a,b-u-t-o_flt-f-p,b-u-t-o-f-p,0.00029735355337496297,2.4821118088e-06
3337,m-u-t-f-p-a,m-u-t-o_flt-f-p,m-u-t-o-f-p,0.00029735355337496297,2.4821118088e-06
3338,t-f-p-a,t-o_flt-f-p,t-o-f-p,0.0002956830277942047,8.556544708598219e-07
3339,g-u-t-f-p-a,g-u-t-f-o_flt-p,g-u-t-f-o-p,0.0021052631578947377,0.0001652367271886
3340,t-f-p-a,t-f-e_flt-p,t-fj-e-p,0.0020242914979757085,8.1213973025e-06
3342,k-a-t-f-x-a,k-a-t-o_flt-f-x,k-a-t-o-f-x,0.0003518648838845884,4.025421267948043e-07
3343,t-f-x-a,t-o_flt-f-x,t-o-f-x,0.00035014005602240913,1.3862882228619889e-07
3345,b-u-t-f-x-a,b-u-t-f-o_flt-x,b-u-t-f-o-x,0.003246753246753246,0.00027623768232189997
3346,t-f-x-a,t-f-e_flt-x,t-fj-e-x,0.002857142857142858,4.78687402514e-05
3348,t-f-x-a,t-o_flt-f-x,t-o-f-x,0.00035014005602240913,1.3862882228619889e-07
3349,zh-i-t-f-x-a,zh-i-t-f-e_flt-x,zh-i-t-fj-e-x,0.003205128205128205,8.52361223432e-05
3350,g-u-t-f-x-a,g-u-t-o_flt-f-x,g-u-t-o-f-x,0.0003518648838845884,4.025421267948043e-07
3351,t-f-ch-a,t-f-e_flt-ch,t-fj-e-ch,0.0022624434389140265,0.0001071685562795
3352,zj-i-t-f-ch-a,zj-i-t-o_flt-f-ch,zj-i-t-o-f-ch,0.0002893518518518518,1.5340453496e-06
3353,p-u-t-f-ch-a,p-u-t-f-e_flt-ch,p-u-t-fj-e-ch,0.0022624434389140265,0.0001906269680635
3354,p-u-t-f-ch-a,p-u-t-f-e_flt-ch,p-u-t-fj-e-ch,0.0022624434389140265,0.0001906269680635
3356,pj-i-t-f-ch-a,pj-i-t-f-e_flt-ch,pj-i-t-fj-e-ch,0.0025000000000000005,0.0001906269680635
3358,t-f-sh-a,t-f-o_flt-sh,t-f-o-sh,0.0010000000000000002,0.00021751976242039998
3360,t-f-sh-a,t-f-o_flt-sh,t-f-o-sh,0.0010000000000000002,0.00021751976242039998
3362,t-f-sh-a,t-f-e_flt-sh,t-fj-e-sh,0.0009756097560975611,0.0001829709816793
3363,tj-i-t-f-sh-a,tj-i-t-f-e_flt-sh,tj-i-t-fj-e-sh,0.0010416666666666667,0.000325442261745
3364,b-a-t-f-sh-a,b-a-t-o_flt-f-sh,b-a-t-o-f-sh,0.00018348623853211017,3.872683134162686e-07
3365,zh-a-t-f-sh-a,zh-a-t-o_flt-f-sh,zh-a-t-o-f-sh,0.00018348623853211017,3.872683134162686e-07
3366,t-f-sh-a,t-f-e_flt-sh,t-fj-e-sh,0.0009756097560975611,0.0001829709816793
3367,t-x-a,t-o_flt-x,t-o-x,0.1111111111111111,0.5499703810151406
3368,t-x-a,t-e_flt-x,tj-e-x,0.05555555555555556,0.3670021702636858
3369,t-x-a,t-e_flt-x,tj-e-x,0.05555555555555556,0.3670021702636858
3370,zh-u-t-x-a,zh-u-t-o_flt-x,zh-u-t-o-x,0.16666666666666666,0.7386323605435123
3371,pj-i-t-x-a,pj-i-t-e_flt-x,pj-i-tj-e-x,0.05555555555555556,0.5079273064350218
3372,t-x-a,t-o_flt-x,t-o-x,0.1111111111111111,0.5499703810151406
3373,t-x-a,t-e_flt-x,tj-e-x,0.05555555555555556,0.3670021702636858
3374,m-a-t-x-a,m-a-t-o_flt-x,m-a-t-o-x,0.16666666666666666,0.7386323605435123
3375,gj-i-t-x-a,gj-i-t-o_flt-x,gj-i-t-o-x,0.16666666666666666,0.7386323605435123
3376,zh-i-t-x-a,zh-i-t-e_flt-x,zh-i-tj-e-x,0.05555555555555556,0.5079273064350218
3377,t-x-a,t-e_flt-x,tj-e-x,0.05555555555555556,0.3670021702636858
3378,g-u-t-x-v-a,g-u-t-x-e_flt-v,g-u-t-xj-e-v,0.008771929824561403,0.0009957677938117
3379,t-a-t-x-v-a,t-a-t-o_flt-x-v,t-a-t-o-x-v,0.0018214936247723124,0.0001818602535158
3380,k-a-t-x-v-a,k-a-t-x-o_flt-v,k-a-t-x-o-v,0.009009009009009009,0.023806734398652503
3381,t-x-v-a,t-o_flt-x-v,t-o-x-v,0.0018115942028985503,6.2637102363e-05
3382,t-x-v-a,t-x-e_flt-v,t-xj-e-v,0.008771929824561403,0.0005594481679656
3383,t-x-v-a,t-x-e_flt-v,t-xj-e-v,0.008771929824561403,0.0005594481679656
3384,b-u-t-x-v-a,b-u-t-x-o_flt-v,b-u-t-x-o-v,0.009009009009009009,0.023806734398652503
3385,t-x-v-a,t-x-e_flt-v,t-xj-e-v,0.008771929824561403,0.0005594481679656
3388,tj-i-t-x-v-a,tj-i-t-x-o_flt-v,tj-i-t-x-o-v,0.009009009009009009,0.023806734398652503
3389,t-x-l-a,t-o_flt-x-l,t-o-x-l,0.0014492753623188402,6.2637102363e-05
3390,t-x-l-a,t-x-e_flt-l,t-xj-e-l,0.0101010101010101,0.0005594482060242
3391,b-u-t-x-l-a,b-u-t-x-e_flt-l,b-u-t-xj-e-l,0.0101010101010101,0.0009957679904327
3392,kj-i-t-x-l-a,kj-i-t-o_flt-x-l,kj-i-t-o-x-l,0.0014556040756914116,0.0001818602535158
3394,t-x-l-a,t-x-e_flt-l,t-xj-e-l,0.0101010101010101,0.0005594482060242
3395,t-x-l-a,t-x-e_flt-l,t-xj-e-l,0.0101010101010101,0.0005594482060242
3398,z-u-t-x-l-a,z-u-t-o_flt-x-l,z-u-t-o-x-l,0.0014556040756914116,0.0001818602535158
3399,zh-i-t-x-l-a,zh-i-t-x-o_flt-l,zh-i-t-x-o-l,0.01075268817204301,0.023806734398652503
3400,t-x-l-a,t-o_flt-x-l,t-o-x-l,0.0014492753623188402,6.2637102363e-05
3402,t-x-m-a,t-x-o_flt-m,t-x-o-m,0.009803921568627449,0.0063003572202922
3403,s-u-t-x-m-a,s-u-t-x-e_flt-m,s-u-t-xj-e-m,0.009009009009009009,0.0001804264975776
3404,t-x-m-a,t-x-e_flt-m,t-xj-e-m,0.009009009009009009,0.0001013324740306
3405,t-x-m-a,t-x-e_flt-m,t-xj-e-m,0.009009009009009009,0.0001013324740306
3406,l-a-t-x-m-a,l-a-t-x-o_flt-m,l-a-t-x-o-m,0.009803921568627449,0.0171432642222267
3407,t-x-m-a,t-x-e_flt-m,t-xj-e-m,0.009009009009009009,0.0001013324740306
3408,t-x-s-a,t-x-o_flt-s,t-x-o-s,0.0031249999999999993,0.001705781475549
3409,m-a-t-x-s-a,m-a-t-x-o_flt-s,m-a-t-x-o-s,0.0031249999999999993,0.0033997540111361003
3412,gj-i-t-x-s-a,gj-i-t-x-e_flt-s,gj-i-t-xj-e-s,0.002857142857142857,0.0002886520155418
3413,t-x-s-a,t-x-e_flt-s,t-xj-e-s,0.002857142857142857,0.0001621218840278
3416,s-u-t-x-f-a,s-u-t-x-o_flt-f,s-u-t-x-o-f,0.003968253968253969,1.97746721155e-05
3417,lj-i-t-x-f-a,lj-i-t-o_flt-x-f,lj-i-t-o-x-f,0.0007178750897343865,5.4716294898644266e-08
3418,t-x-f-a,t-x-o_flt-f,t-x-o-f,0.003968253968253969,1.0390463804000001e-05
3419,lj-i-t-x-f-a,lj-i-t-x-o_flt-f,lj-i-t-x-o-f,0.003968253968253969,1.97746721155e-05
3420,rj-i-t-x-f-a,rj-i-t-x-o_flt-f,rj-i-t-x-o-f,0.003968253968253969,1.97746721155e-05
3421,sh-u-t-x-f-a,sh-u-t-x-e_flt-f,sh-u-t-xj-e-f,0.003861003861003862,1.9319089861e-06
3422,l-u-t-x-f-a,l-u-t-o_flt-x-f,l-u-t-o-x-f,0.0007178750897343865,5.4716294898644266e-08
3423,zh-i-t-x-f-a,zh-i-t-x-o_flt-f,zh-i-t-x-o-f,0.003968253968253969,1.97746721155e-05
3424,t-x-f-a,t-x-o_flt-f,t-x-o-f,0.003968253968253969,1.0390463804000001e-05
3425,t-x-f-a,t-x-o_flt-f,t-x-o-f,0.003968253968253969,1.0390463804000001e-05
3426,t-x-ch-a,t-x-e_flt-ch,t-xj-e-ch,0.0019723865877712033,3.1597957573e-06
3427,t-x-ch-a,t-x-o_flt-ch,t-x-o-ch,0.002024291497975709,3.2191974076099996e-05
3428,n-u-t-x-ch-a,n-u-t-x-e_flt-ch,n-u-t-xj-e-ch,0.0019723865877712033,5.626597528e-06
3429,t-x-ch-a,t-x-e_flt-ch,t-xj-e-ch,0.0019723865877712033,3.1597957573e-06
3432,sh-u-t-x-ch-a,sh-u-t-o_flt-x-ch,sh-u-t-o-x-ch,0.00031269543464665427,1.95194059507419e-07
3434,tj-i-t-x-sh-a,tj-i-t-x-o_flt-sh,tj-i-t-x-o-sh,0.0007575757575757574,8.946724227840001e-05
3436,kj-i-t-x-sh-a,kj-i-t-o_flt-x-sh,kj-i-t-o-x-sh,0.00016666666666666674,9.055296450972856e-08
3437,tj-i-t-x-sh-a,tj-i-t-x-o_flt-sh,tj-i-t-x-o-sh,0.0007575757575757574,8.946724227840001e-05
3438,t-x-sh-a,t-x-o_flt-sh,t-x-o-sh,0.0007575757575757574,4.85849418445e-05
3439,t-u-t-x-sh-a,t-u-t-x-o_flt-sh,t-u-t-x-o-sh,0.0007575757575757574,8.946724227840001e-05
3441,t-x-sh-a,t-o_flt-x-sh,t-o-x-sh,0.00016600265604249675,3.121613105051736e-08
3442,t-x-sh-a,t-x-e_flt-sh,t-xj-e-sh,0.0007440476190476187,5.3951756859e-06
3443,t-sh-a,t-e_flt-sh,tj-e-sh,0.013333333333333336,0.5154950308585321
3444,b-u-t-sh-a,b-u-t-o_flt-sh,b-u-t-o-sh,0.021739130434782608,0.6958119165354145
